school,year_of_pub,acceptance_rate,top10pct,alumni_giving_rate,top25pct,usnews_score,usnews_academic_rep_old,sat_act_25_75,avg_sat_act,usnews_academic_rep_new
West Virginia University,1994,81,23,                                           ,,,136,,940,
Yeshiva University,1994,86,                                           ,38,,,107,,1188,
Adelphi University,1994,88,16,16,,,183,,957,
Andrews University,1994,62,14,18,,,220,,20,
Ball State University,1994,84,38,25,,,168,,880,
Biola University,1994,80,                                           ,15,,,220,,983,
Clark Atlanta University,1994,55,                                           ,                                           ,,,207,,804,
Cleveland State University,1994,95,5,6,,,214,,815,
East Texas State University,1994,65,                                           ,9,,,227,,878,
Florida Atlantic University,1994,66,                                           ,2,,,207,,998,
Georgia State University,1994,62,9,10,,,151,,890,
Idaho State University,1994,82,                                           ,7,,,193,,21,
Illinois State University,1994,77,10,16,,,183,,22,
Indiana State University,1994,84,10,8,,,207,,820,
Indian Univ--Purdue Univ. at Indianapolis,1994,79,5,39,,,151,,810,
Loma Linda University,1994,                                          ,                                           ,25,,,183,,                                            ,
Louisiana Tech University,1994,89,22,13,,,193,,22,
Middle Tennessee State University,1994,75,                                           ,10,,,220,,905,
Mississippi State University,1994,77,18,20,,,183,,23,
Montana State University,1994,81,15,8,,,183,,975,
New Mexico State University,1994,78,                                           ,                                           ,,,168,,22,
North Dakota State University,1994,77,13,24,,,193,,1040,
Northern Arizona University,1994,84,23,7,,,183,,930,
Northern Illinois University,1994,67,12,11,,,183,,23,
Nova Southeastern University,1994,75,                                           ,18,,,220,,895,
Old Dominion University,1994,68,18,17,,,151,,930,
Portland State University,1994,97,                                           ,18,,,193,,895,
San Diego State University,1994,75,20,7,,,151,,851,
Southern Illinois University at Carbondale,1994,                                          ,                                           ,6,,,136,,21,
St. John's University,1994,36,                                           ,                                           ,,,120,,932,
Tennessee State University,1994,62,24,                                           ,,,214,,20,
Texas Southern University,1994,75,15,21,,,220,,810,
Texas Woman's University,1994,79,                                           ,6,,,207,,795,
Union Institute,1994,100,                                           ,1,,,214,,                                            ,
United States International University,1994,52,                                           ,                                           ,,,220,,895,
University of Akron,1994,82,                                           ,18,,,207,,911,
University of Alabama at Huntsville,1994,70,                                           ,12,,,168,,1000,
University of Alaska at Fairbanks,1994,77,                                           ,8,,,168,,961,
University of Central Florida,1994,42,25,9,,,207,,1000,
University of Detroit Mercy,1994,79,24,14,,,214,,940,
University of Houston-Main Campus,1994,64,32,13,,,120,,984,
University of Massachusetts at Lowell,1994,76,8,                                           ,,,193,,940,
University of Memphis,1994,65,                                           ,11,,,193,,23,
University of Missouri at Saint Louis,1994,71,18,15,,,183,,23,
Universty of Montana,1994,85,                                           ,16,,,151,,946,
University of Nevada at Reno,1994,84,                                           ,12,,,183,,885,
University of New Orleans,1994,89,                                           ,11,,,193,,947,
University of North Texas,1994,62,23,6,,,193,,995,
University of Northern Colorado,1994,72,12,8,,,207,,910,
University of South Dakota,1994,94,15,28,,,193,,22,
University of Southern Mississippi,1994,72,20,23,,,214,,980,
University of Southwestern Louisiana,1994,99,                                           ,9,,,220,,19,
University of Texas at Arlington,1994,78,19,4,,,168,,968,
University of Toledo,1994,97,                                           ,5,,,193,,1010,
Wayne State University,1994,73,                                           ,                                           ,,,151,,21,
Western Michigan University,1994,78,24,11,,,183,,23,
Wichita State University,1994,77,                                           ,17,,,193,,21,
Wright State University,1994,,11,                                           ,,,193,,820,
Florida International University,1994,63,42,20,,,,,1015,
Harvard Univ,1994,16,90,52,,100,1,1310-1490,1400,
Princeton Univ,1994,15,90,54,,98.9,4,1228-1415,1322,
Yale Univ,1994,23,95,49,,98.7,4,1250-1460,1355,
Mass. Inst. Of Tech.,1994,33,96,35,,98.1,1,1290-1470,1380,
Stanford Univ.,1994,22,88,25,,97.5,1,1230-1440,1335,
Duke Univ.,1994,28,90,44,,97.1,9,1210-1410,1310,
Calif. Inst. Of Tech.,1994,26,98,36,,96.8,9,1350-1480,1415,
Dartmouth College,1994,26,87,49,,95.4,16,1240-1420,1330,
Columbia Univ,1994,29,78,21,,95.3,9,1220-1400,1310,
Univ of Chicago,1994,47,68,36,,94.7,4,1200-1400,1300,
Brown Univ,1994,26,87,39,,94.2,14,1210-1410,1310,
Rice Univ,1994,19,87,39,,94,21,1257-1471,1364,
Univ of Penn,1994,42,85,38,,94,16,1190-1380,1285,
Northwestern Univ,1994,42,85,25,,93,14,1150-1360,1255,
Cornell Univ,1994,37,81,22,,93.2,9,1180-1380,1280,
Emory Univ,1994,49,76,28,,90.4,31,1130-1310,1220,
Univ of Virginia,1994,34,74,22,,89.4,16,1110-1340,1225,
Vanderbilt Univ,1994,60,71,26,,89.9,26,1100-1300,1200,
Univ of Notre Dame,1994,48,79,46,,88.5,37,1160-1360,1260,
Washington Univ,1994,69,62,31,,88.3,26,1110-1330,1220,
Univ of Mich. At Ann Arbor,1994,68,66,26,,87.6,9,1070-1300,1185,
Johns Hopkins Univ,1994,41,75,38,,86.9,4,1220-1400,1310,
Univ of Calif. At Berkeley,1994,42,95,10,,86.8,4,1090-1370,1230,
Carnegie Mellon Univ,1994,60,60,31,,86.5,21,1130-1360,1245,
Georgetown Univ,1994,26,71,27,,85.3,31,1140-1340,1240,
Duke,1996,29,87,41,,98.7,,1290-1470,,
Stanford,1996,19,87,31,,96.8,,1330-1530,,
Northwestern,1996,40,81,23,,95.5,,1260-1440,,
Rice U.,1996,26,85,43,,94.1,,1260-1530,,
U. of Notre Dame,1996,39,82,50,,93,,1230-1410,,
Vanderbilt U.,1996,58,64,31,,90.6,,1220-1370,,
U. of Virginia,1996,42,79,30,,89.2,,1210-1390,,
U. of Michigan-Ann Arbor,1996,69,64,14,,87.7,,25-30,,
U. of North Carolina- Chapel Hill,1996,35,73,25,,87.2,,1120-1330,,
Wake Forest U.,1996,43,71,39,,87.2,,1180-1380,,
U. of Calif.- Berkeley,1996,39,95,11,,86.9,,1180-1430,,
U. of Calif.- Los Angeles,1996,42,97,16,,83.2,,1100-1340,,
Tulane U.,1996,73,56,30,,79.6,,1170-1370,,
Boston College,1996,38,69,27,,78.4,,1200-1370,,
U. of Wsiconsin- Madison,1996,71,43,18,,75.9,,24-29,,
U. of Washington,1996,65,40,11,,75.8,,1020-1260,,
U. of Southern California,1996,70,44,16,,75.7,,1070-1310,,
Syracuse U.,1996,66,33,20,,73.8,,1070-1290,,
Georgia Institute of Tech.,1996,62,73,31,,71.6,,1240-1410,,
Texas A&M U.- College Station,1996,69,49,28,,71.6,,1020-1280,,
U. of Illinois- Urbana-Champaign,1996,72,50,14,,71.2,,24-29,,
Auburn U.,1996,89,24,13,,,,21-26,,
Baylor U.,1996,,36,23,,,,1050-1270,,
Florida State U.,1996,76,50,15,,,,1080-1280,,
Indiana U.- Bloomington,1996,80,24,23,,,,1100,,
Iowa State U.,1996,91,27,19,,,,22-27,,
Miami U.- Oxford,1996,74,41,20,,,,23-28,,
Michigan State U.,1996,82,23,10,,,,21-26,,
North Carolina State U.- Raleigh,1996,72,31,20,,,,1050-1240,,
Ohio State U.- Columbus,1996,90,21,17,,,,20-26,,
Ohio U.,1996,72,19,40,,,,21-26,,
Oregon State U.,1996,89,,14,,,,949-1195,,
Pennsylvania State U.,1996,46,45,21,,,,1100-1290,,
Purdue U.- West Lafayette,1996,90,27,15,,,,970-1220,,
Rutgers- New Brunswick,1996,60,31,15,,,,1060-1290,,
SUNY- Buffalo,1996,69,22,18,,,,1040-1240,,
Southern Methodist U.,1996,90,32,21,,,,1030-1270,,
Texas Christian U.,1996,73,31,25,,,,1020-1220,,
U. of Arizona,1996,83,30,9,,,,970-1210,,
U. of Colorado- Boulder,1996,80,23,15,,,,1070-1260,,
U. of Connecticut,1996,70,23,16,,,,1005-1232,,
U. of Florida,1996,51,60,15,,,,1220-1380,,
U. of Georgia,1996,59,49,21,,,,1090-1270,,
U. of Hawaii- Manoa,1996,65,32,15,,,,960-1190,,
U. of Iowa,1996,86,21,10,,,,22-27,,
U. of Kansas,1996,68,25,18,,,,20-26,,
U. of Kentucky,1996,76,30,14,,,,22-27,,
U. of Maryland- College Park,1996,68,27,7,,,,1060-1280,,
U. of Miami,1996,57,44,17,,,,1030-1260,,
U. of Minnesota- Twin Cities,1996,62,26,11,,,,21-27,,
U. of Missouri- Columbia,1996,90,32,15,,,,23-29,,
U. of Pittsburgh,1996,79,22,14,,,,990-1210,,
U. of Tennessee- Knoxville,1996,72,24,22,,,,21-26,,
U. of Texas- Austin,1996,65,46,4,,,,1100-1330,,
U. of Utah,1996,89,20,10,,,,21-27,,
Virginia Tech,1996,79,30,21,,,,1110-1420,,
Arizona State U.,1996,80,23,6,,,,960-1200,,
Bowling Green State U.,1996,92,16,16,,,,20-24,,
Brigham Young U.- Provo,1996,70,58,14,,,,24-29,,
Clemson U.,1996,80,31,14,,,,1040-1220,,
Colorado State U.,1996,75,26,10,,,,22-26,,
Florida Int. U.,1996,70,40,19,,,,1030-1240,,
Kansas State U.,1996,70,,25,,,,19-26,,
Louisiana State U.- Baton Rouge,1996,81,27,20,,,,20-26,,
Mississippi State U.,1996,98,44,25,,,,19-27,,
New Mexico State U.,1996,78,,15,,,,20-25,,
Oklahoma State U.,1996,80,31,15,,,,21-27,,
Rutgers- newark,1996,51,21,9,,,,900-1120,,
Temple U.,1996,65,17,14,,,,930-1120,,
U. of Alabama- Birmingham,1996,76,,11,,,,19-24,,
U. of Arkansas- Fayetteville,1996,86,,15,,,,20-26,,
U. of Cincinnati,1996,86,23,18,,,,21-26,,
U. of Mississippi,1996,87,34,12,,,,20-25,,
U. of Nevada- Reno,1996,82,,15,,,,19-24,,
U. of New Mexico,1996,86,24,5,,,,20-24,,
U. of Oklahoma,1996,88,31,10,,,,21-27,,
U. of Oregon,1996,90,25,13,,,,990-1230,,
U. of South Carolina- Columbia,1996,79,28,21,,,,960-1190,,
U. of Tulsa,1996,82,36,7,,,,21-28,,
Utah State U.,1996,97,,8,,,,16-26,,
Washington State U,1996,87,38,36,,,,910-1150,,
West Virginia U.,1996,86,23,12,,,,930-1120,,
Ball State U.,1996,89,11,24,,,,870-1100,,
Florida Atlantic U.,1996,71,18,4,,,,950-1190,,
Kent State U.,1996,88,13,19,,,,18-23,,
Louisiana Tech. U.,1996,89,22,12,,,,19-26,,
Middle Tennessee State U.,1996,72,,8,,,,19-24,,
Northern Ilinois U.,1996,71,9,10,,,,20-25,,
San Diego State U.,1996,85,20,8,,,,830-1060,,
Texas Tech U.,1996,82,21,26,,,,960-1170,,
U. of Akron,1996,95,16,15,,,,19-24,,
U. of Central Florida,1996,72,,10,,,,1030-1210,,
U. of Houston,1996,94,29,9,,,,940-1190,,
U. of Idaho,1996,81,21,13,,,,20-26,,
U. of Louisville,1996,65,17,7,,,,18-24,,
U. of Memphis,1996,66,,13,,,,18-27,,
U. of North Texas,1996,76,21,6,,,,900-1120,,
U. of Southern Mississippi,1996,75,20,23,,,,18-26,,
U. of Toledo,1996,96,,10,,,,18-24,,
U. of Wyoming,1996,95,24,17,,,,20-26,,
Western Michigan U.,1996,83,19,11,,,,20-25,,
Harvard Univ,1997,11,90,46,,100,,,,3.9
Princeton Univ,1997,12,92,65,,100,,,,4
Duke Univ,1997,31,85,39,,99,,,,3.8
Yale Univ,1997,18,95,49,,99,,,,3.9
Stanford Univ,1997,16,87,33,,98,,,,4
Massachusetts Inst of Technology,1997,24,94,44,,97,,,,3.9
Dartmouth Col,1997,20,88,48,,96,,,,3.7
Univ of Pennsylvania,1997,30,83,40,,96,,,,3.7
Brown University,1997,19,88,42,,95,,,,3.7
Calif Inst of Technology,1997,26,98,42,,95,,,,3.8
Columbia Univ,1997,21,84,31,,95,,,,3.8
Emory Univ,1997,44,82,31,,95,,,,3.2
Northwestern Univ,1997,32,84,27,,95,,,,3.6
Cornell Univ,1997,33,81,27,,94,,,,3.8
Johns Hopkins Univ,1997,40,76,29,,94,,,,3.8
Univ of Chicago,1997,58,76,46,,94,,,,3.8
Rice Univ,1997,24,88,39,,93,,,,3.5
Washington Univ,1997,51,66,31,,93,,,,3.3
Univ of Notre Dame,1997,40,80,50,,91,,,,3.1
Vanderbilt Univ,1997,60,62,32,,91,,,,3.4
Georgetown Univ,1997,23,79,28,,90,,,,3.2
Univ of Virginia,1997,33,79,31,,90,,,,3.6
Carnegie Mellon Univ,1997,47,65,33,,88,,,,3.5
Tufts Univ,1997,32,63,31,,88,,,,3
Univ of California-Berkeley,1997,36,95,14,,88,,,,3.9
Univ of Mich-Ann Arbor,1997,68,61,14,,88,,,,3.8
Univ of North Carolina-Chapel Hill,1997,37,74,27,,87,,,,3.5
Brandeis Univ,1997,53,59,29,,85,,,,3
Univ of Calif-Los Angeles,1997,39,97,15,,85,,,,3.6
Wake Forest Univ,1997,42,69,39,,85,,,,2.7
Univ of Rochester,1997,52,69,24,,84,,,,2.8
Col of William and Mary,1997,48,74,29,,82,,,,3.1
Univ of Calif-San Diego,1997,50,95,11,,81,,,,3
Lehigh Univ,1997,54,43,,,80,,,,2.6
New York Univ,1997,44,60,14,,80,,,,3
Tulane Univ,1997,76,56,29,,80,,,,2.9
Case Western Reserve Univ,1997,79,69,29,,79,,,,2.9
Boston Col,1997,41,61,25,,78,,,,2.8
Univ of Wisconsin-Madison,1997,78,43,15,,78,,,,3.6
Syracuse Univ,1997,65,33,21,,76,,,,2.8
Georgia Inst of Tech,1997,56,,33,,75,,,,3.2
Univ of Calif-Davis,1997,73,95,7,,75,,,,3.1
Univ of Calif-Irvine,1997,71,90,7,,75,,,,2.9
Univ of Southern California,1997,72,43,20,,75,,,,3
Pennsylvania State Univ,1997,49,54,21,,74,,,,3.3
Univ of Illinois-Urbana Champaign,1997,70,51,12,,74,,,,3.5
Univ of Calif-Santa Barbara,1997,78,93,11,,72,,,,2.8
Rensselaer Polytechnic Inst,1997,82,50,19,,71,,,,2.9
Worcester Polytechnic Inst,1997,82,44,28,,71,,,,2.1
Yeshiva Univ,1997,81,,43,,71,,,,2.3
American Univ,1997,79,29,8,,,,,,2.3
Auburn Univ,1997,89,24,17,,,,,,2.5
Baylor Univ,1997,,36,38,,,,,,2.6
Boston Univ,1997,63,45,14,,,,,,2.7
Catholic U of America,1997,67,40,11,,,,,,2.2
Clarkson Univ,1997,86,38,27,,,,,,2
Clark Univ,1997,79,27,29,,,,,,2.3
Clemson Univ,1997,78,30,16,,,,,,2.3
Colorado School of Mines,1997,86,52,25,,,,,,2.5
Duquesne Univ,1997,65,51,20,,,,,,1.9
Florida State Univ,1997,74,47,16,,,,,,2.6
Fordham State Univ,1997,70,26,14,,,,,,2.4
George Wash Univ,1997,58,41,17,,,,,,2.7
Illinois Inst of Tech,1997,67,56,20,,,,,,2.3
Indiana Univ-Bloomington,1997,87,22,22,,,,,,3.3
Iowa State Univ,1997,90,26,16,,,,,,2.7
Loyola Univ Chicago,1997,86,28,17,,,,,,2.1
Marquette Univ,1997,,33,23,,,,,,2.2
Miami Univ-Oxford,1997,72,38,20,,,,,,2.7
Mich State Univ,1997,81,21,10,,,,,,2.9
Mich Tech Univ,1997,94,36,20,,,,,,2
New School for Scl Rsrch,1997,55,25,8,,,,,,2.3
N Carolina St. Univ-Raleigh,1997,74,30,20,,,,,,2.5
Ohio State Univ-Columbus,1997,85,23,17,,,,,,3.1
Ohio Univ,1997,73,21,16,,,,,,2.5
Pepperdine Univ,1997,79,62,16,,,,,,2.3
Polytech Univ,1997,81,41,23,,,,,,2
Purdue U-W Lafayette,1997,90,25,15,,,,,,3.1
Rutgers-New Brunswick,1997,65,30,15,,,,,,2.7
Southern Methodist U,1997,80,30,20,,,,,,2.5
Stevens Inst of Tech,1997,70,53,31,,,,,,2.1
St Louis Univ,1997,76,33,17,,,,,,2.2
SUNY-Albany,1997,65,13,31,,,,,,2.4
SUNY-Binghamton,1997,42,52,16,,,,,,2.5
SUNY-Buffalo,1997,71,22,20,,,,,,2.6
SUNY-Stony Brook,1997,58,23,,,,,,,2.8
Texas A&M Univ-Col Station,1997,69,47,26,,,,,,2.9
Texas Christian Univ,1997,74,34,26,,,,,,2.1
Univ of Alabama,1997,77,21,29,,,,,,2.1
Univ of Arizona,1997,83,32,8,,,,,,3
Univ of Calif-Riverside,1997,78,85,7,,,,,,2.4
Univ of Calif-Santa Cruz,1997,83,94,11,,,,,,2.6
Univ of Colorado-Boulder,1997,80,25,15,,,,,,3.1
Univ of Connecticut,1997,67,23,17,,,,,,2.5
Univ of Delaware,1997,69,22,14,,,,,,2.5
Univ of Denver,1997,82,28,19,,,,,,2
Univ of Florida,1997,54,60,18,,,,,,3
Univ of Georgia,1997,56,,20,,,,,,2.8
Univ of Hawaii-Manoa,1997,64,34,13,,,,,,2.1
Univ of Iowa,1997,86,22,11,,,,,,3.1
Univ of Kansas,1997,62,25,18,,,,,,2.8
Univ of Kentucky,1997,78,,17,,,,,,2.5
Univ of Maryland-Col Park,1997,61,26,7,,,,,,3
Univ of Mass-Amherst,1997,74,12,15,,,,,,2.7
Univ of Miami,1997,60,42,16,,,,,,2.4
U of Minnesota -Twin Cities,1997,55,28,9,,,,,,3.2
Univ of Missouri-Columbia,1997,90,33,17,,,,,,2.7
Univ of Missouri-Rolla,1997,97,49,25,,,,,,2.2
Univ of Nebraska-Lincoln,1997,83,21,13,,,,,,2.6
Univ of Pittsburgh,1997,79,23,13,,,,,,2.7
Univ of San Diego,1997,81,,16,,,,,,1.9
Univ of Tennessee-Knoxville,1997,79,22,22,,,,,,2.6
Univ of Texas-Austin,1997,61,44,13,,,,,,3.5
Univ of Vermont,1997,75,15,23,,,,,,2.4
Univ of Washington,1997,69,37,11,,,,,,3.4
Virginia Tech,1997,81,30,19,,,,,,2.7
Adelphi Univ,1997,71,27,34,,,,,,1.6
Allegheny Univ,1997,29,,,,,,,,1.9
Arizona State Univ,1997,78,24,5,,,,,,2.7
Bowling Green State U,1997,84,13,17,,,,,,1.9
Brigham Young U-Provo,1997,77,53,17,,,,,,2.5
Clark Atlanta Univ,1997,,,10,,,,,,1.7
Colorado State Univ,1997,77,24,10,,,,,,2.3
DePaul Univ,1997,78,25,10,,,,,,2.1
Drexel Univ,1997,78,25,17,,,,,,2.2
Florida Inst of Tech,1997,86,29,6,,,,,,1.7
Florida Internat'l Univ,1997,75,42,21,,,,,,1.6
Georgia State Univ,1997,51,,12,,,,,,1.9
Hofstra Univ,1997,88,20,12,,,,,,2
Howard Univ,1997,60,,7,,,,,,2
Indiana Univ of Penn,1997,63,26,18,,,,,,1.6
Indiana Univ-Purdue Univ-Indianapolis,1997,90,5,14,,,,,,2.1
Kansas State Univ,1997,69,,27,,,,,,2.4
Louisiana St U-Baton Rouge,1997,81,26,29,,,,,,2.2
Mississippi State Univ,1997,82,45,23,,,,,,1.8
New Jersey Inst of Tech,1997,67,23,13,,,,,,2
Northeastern Univ,1997,74,15,16,,,,,,2.2
Oklahoma State Univ,1997,75,30,16,,,,,,2
Oregon State Univ,1997,89,,27,,,,,,2.4
Pace Univ,1997,78,18,8,,,,,,1.7
Rutgers-Newark,1997,50,24,9,,,,,,2.2
Seton Hall Univ,1997,80,13,19,,,,,,2
St John's Univ,1997,87,23,9,,,,,,2.1
Temple Univ,1997,63,19,10,,,,,,2.2
Union Inst,1997,73,,2,,,,,,1.5
Univ of Alabama-Birmingham,1997,88,,15,,,,,,2.2
Univ of Alabama-Huntsville,1997,71,27,9,,,,,,1.8
Univ of Alaska-Fairbanks,1997,79,,2,,,,,,1.9
U of Arkansas-Fayetteville,1997,90,,14,,,,,,2
Univ of Cincinnati,1997,85,20,17,,,,,,2.2
Univ of Idaho,1997,92,20,16,,,,,,2.1
Univ of Illinois-Chicago,1997,63,23,6,,,,,,2.4
Univ of Maine-Orono,1997,77,17,20,,,,,,2.1
U of Maryland-Balt County,1997,61,26,10,,,,,,2
Univ of Mississippi,1997,78,35,12,,,,,,2.1
U of Missouri-Kansas City,1997,68,34,7,,,,,,1.9
Univ of Nevada-Reno,1997,86,,15,,,,,,1.8
Univ of New Hampshire,1997,77,22,15,,,,,,2.3
Univ of New Mexico,1997,87,24,6,,,,,,2.3
Univ of Oklahoma,1997,88,31,15,,,,,,2.4
Univ of Oregon,1997,90,27,14,,,,,,2.8
Univ of Rhode Island,1997,81,18,16,,,,,,2.2
Univ of San Francisco,1997,77,25,14,,,,,,2.2
Univ of S Carolina-Columbia,1997,78,31,20,,,,,,2.3
U of Southern Mississippi,1997,72,,24,,,,,,1.5
Univ of Texas-Dallas,1997,78,33,10,,,,,,2.1
Univ of the Pacific,1997,85,38,13,,,,,,1.9
Univ of Tulsa,1997,83,34,8,,,,,,1.8
Univ of Utah,1997,90,21,10,,,,,,2.6
Univ of Wyoming,1997,97,22,17,,,,,,2
Utah State Univ,1997,99,,7,,,,,,2
Virginia Commonwealth Univ,1997,82,16,9,,,,,,2.2
Wash State Univ,1997,89,40,35,,,,,,2.4
West Virginia Univ,1997,89,23,12,,,,,,2.1
Andrews Univ,1997,,14,19,,,,,,1.4
Ball State Univ,1997,89,11,29,,,,,,1.9
Biola Univ,1997,83,,14,,,,,,1.3
Cleveland State Univ,1997,99,12,1,,,,,,1.5
Florida Atlantic Univ,1997,74,18,6,,,,,,1.6
George Mason Univ,1997,69,16,11,,,,,,2.3
Idaho State Univ,1997,88,11,10,,,,,,1.7
Illinois State Univ,1997,78,11,8,,,,,,1.7
Indiana State Univ,1997,88,11,12,,,,,,1.8
Kent State Univ,1997,88,10,,,,,,,2
Louisiana Tech Univ,1997,98,21,10,,,,,,1.6
Middle Tennessee State Univ,1997,69,17,9,,,,,,1.4
Montanta State Univ,1997,75,15,12,,,,,,1.8
New Mexico State Univ,1997,80,,22,,,,,,1.9
North Dakota State Univ,1997,77,17,23,,,,,,1.7
Northern Arizona Univ,1997,84,22,11,,,,,,1.8
Northern Illinois Univ,1997,74,10,10,,,,,,1.8
Nova Southeastern Univ,1997,77,15,3,,,,,,1.3
Old Dominion Univ,1997,80,15,13,,,,,,2.1
Portland State Univ,1997,86,13,10,,,,,,1.8
San Diego State Univ,1997,82,,7,,,,,,2.1
Sthrn Illinois U-Carbondale,1997,72,11,10,,,,,,2
Tennessee State Univ,1997,50,,8,,,,,,1.5
Texas A&M Univ-Commerce,1997,68,,8,,,,,,1.4
Texas Southern Univ,1997,80,18,23,,,,,,1.4
Texas Tech Univ,1997,81,22,23,,,,,,2.1
Texas Woman's Univ,1997,79,,10,,,,,,1.7
U.S. Internat'l Univ,1997,97,,3,,,,,,1.4
Univ of Akron,1997,61,10,14,,,,,,1.5
Univ of Central Florida,1997,69,,15,,,,,,1.7
Univ of Colorado-Denver,1997,75,20,6,,,,,,2
Univ of Detroit-Mercy,1997,77,23,12,,,,,,1.5
Univ of Houston,1997,62,27,8,,,,,,2
Univ of La Verne,1997,74,,23,,,,,,1.4
Univ of Louisville,1997,68,19,19,,,,,,2
Univ of Mass-Lowell,1997,80,9,,,,,,,1.7
Univ of Memphis,1997,70,,11,,,,,,1.7
Univ of Missouri-St Louis,1997,81,16,7,,,,,,1.8
Univ of Montana,1997,83,16,21,,,,,,2
Univ of New Orleans,1997,89,,10,,,,,,1.7
U of N Carolina-Greensboro,1997,80,13,12,,,,,,2
Univ of N Dakota,1997,72,23,14,,,,,,1.8
Univ of Northern Colorado,1997,79,11,7,,,,,,1.6
Univ of N Texas,1997,76,22,5,,,,,,1.7
Univ of S Dakota,1997,94,14,31,,,,,,1.7
Univ of S Florida,1997,67,24,11,,,,,,1.9
U of Southwestern Louisiana,1997,99,,16,,,,,,1.3
Univ of Texas-Arlington,1997,88,,5,,,,,,2
Univ of Toledo,1997,97,,11,,,,,,1.7
Univ of Wisc-Milwaukee,1997,81,8,8,,,,,,2.2
Wayne State Univ,1997,,,12,,,,,,2.1
Western Mich Univ,1997,82,20,12,,,,,,1.8
Wichita State Univ,1997,75,12,11,,,,,,1.7
Wright State Univ,1997,91,14,9,,,,,,1.6
Harvard Univ,1998,13,90,46,,100,,1390-1580,,4.9
Princeton Univ,1998,13,93,66,,100,,1350-1530,,4.9
Yale Univ,1998,18,95,50,,100,,1340-1530,,4.9
Mass Inst of Tech,1998,25,93,44,,98,,1390-1560,,4.9
Stanford Univ,1998,15,87,34,,98,,1340-1540,,4.9
Cornell Univ,1998,34,82,35,,97,,1250-1440,,4.7
Duke Univ,1998,30,87,37,,97,,1300-1480,,4.6
Univ of Pennsylvania,1998,31,88,41,,97,,1270-1460,,4.5
California Inst of Tech,1998,23,99,46,,96,,1420-1570,,4.7
Brown Univ,1998,18,88,42,,95,,1290-1480,,4.5
Columbia Univ,1998,17,85,30,,95,,1270-1470,,4.7
Dartmouth College,1998,22,88,54,,95,,1330-1520,,4.4
Northwestern Univ,1998,29,87,31,,95,,1270-1450,,4.4
Johns Hopkins Univ,1998,41,76,27,,94,,1290-1460,,4.7
Univ of Chicago,1998,62,76,39,,94,,1250-1460,,4.7
Emory Univ,1998,46,86,34,,93,,1280-1430,,4
Washington Univ-Saint Louis,1998,40,70,30,,93,,1210-1390,,4.1
Rice Univ,1998,27,88,41,,92,,1330-1530,,4.2
Univ of Notre Dame,1998,40,82,50,,92,,1230-1410,,3.9
Georgetown Univ,1998,21,82,28,,91,,1230-1440,,4
Vanderbilt Univ,1998,58,63,32,,91,,1200-1370,,4
Univ of California-Berkeley,1998,31,95,18,,90,,1200-1440,,4.7
Univ of Virginia,1998,36,80,29,,90,,1200-1410,,4.4
U of North Carolina-Chapel Hill,1998,37,67,27,,88,,1120-1330,,4.2
Carnegie Mellon Univ,1998,43,69,31,,87,,1250-1460,,4.2
Tufts Univ,1998,32,62,30,,87,,1240-1410,,3.6
Univ of California-Los Angeles,1998,36,97,15,,87,,1140-1360,,4.3
Univ of Michigan-Ann Arbor,1998,69,59,13,,87,,25-30,,4.5
Univ of Rochester,1998,54,66,23,,86,,1210-1380,,3.5
Wake Forest Univ,1998,44,66,39,,86,,1210-1390,,3.4
Brandeis Univ,1998,54,62,31,,85,,1230-1400,,3.7
Univ of California-San Diego,1998,53,95,11,,83,,1140-1340,,3.8
College of William and Mary,1998,46,71,28,,82,,1190-1390,,3.8
Case Western Reserve Univ,1998,79,66,31,,81,,1200-1410,,3.6
New York Univ,1998,40,60,13,,80,,1190-1390,,3.6
Boston College,1998,39,64,23,,79,,1190-1370,,3.5
Lehigh Univ,1998,54,52,48,,79,,1137-1323,,3.2
Tulane Univ,1998,76,54,24,,79,,1160-1370,,3.5
Univ of California-Irvine,1998,66,90,8,,79,,990-1220,,3.7
Univ of Wisconsin-Madison,1998,68,44,14,,79,,25-29,,4.3
Univ of Southern California,1998,46,52,22,,78,,1110-1330,,3.7
Univ of Illinois-Urbana Champaign,1998,68,53,11,,76,,25-30,,4.2
Yeshiva Univ,1998,84,,39,,76,,994-1393,,3
Pennsylvania State Univ,1998,53,48,21,,75,,1100-1300,,3.9
Univ of California-Davis,1998,70,95,7,,75,,1060-1280,,3.8
Georgia Institute of Tech,1998,61,,32,,74,,1230-1410,,4
Syracuse Univ,1998,60,33,21,,73,,1070-1270,,3.4
Univ of California-Santa Barbara,1998,72,95,10,,73,,1040-1260,,3.4
Rensselaer Polytechnic Inst,1998,83,55,18,,72,,1160-1370,,3.6
George Washington Univ,1998,49,45,19,,70,,1140-1330,,3.3
American Univ,1998,79,28,12,,,,1080-1290,,2.9
Auburn Univ,1998,86,24,24,,,,21-27,,3.1
Baylor Univ,1998,,32,35,,,,1050-1260,,3.3
Boston Univ,1998,55,53,13,,,,1160-1360,,3.4
Brigham Young Univ-Provo,1998,71,53,20,,,,24-29,,3.2
Catholic Univ of America,1998,82,36,11,,,,1060-1280,,2.8
Clarkson Univ,1998,81,39,29,,,,1110-1290,,2.6
Clark Univ,1998,77,31,25,,,,1040-1240,,3
Clemson Univ,1998,74,32,18,,,,1030-1240,,3
