unitid,efres01,efres02,line,out_stat
"104179","5","5","33",""
"104179","56","55","34",""
"104179","24","24","35",""
"104179","73","71","36",""
"104179","4","4","37",""
"104179","24","24","39",""
"104179","7","7","40",""
"104179","31","29","41",""
"104179","25","24","42",""
"104179","3","3","44",""
"104179","1","1","46",""
"104179","6","5","47",""
"104179","72","70","48",""
"104179","3","3","49",""
"104179","8","7","50",""
"104179","14","13","51",""
"104179","36","36","53",""
"104179","1","1","54",""
"104179","11","11","55",""
"104179","2","2","56",""
"104179","8","7","57",""
"104179","2","2","61",""
"104179","62","26","64",""
"104179","3938","3778","65",""
"104346","760","81","4",""
"104346","9","1","6",""
"104346","4","","8",""
"104346","2","","9",""
"104346","1","","13",""
"104346","1","","15",""
"104346","1","","18",""
"104346","2","","26",""
"104346","1","","27",""
"104346","1","","29",""
"104346","1","","32",""
"104346","1","","34",""
"104346","5","","35",""
"104346","2","","39",""
"104346","1","","44",""
"104346","1","","49",""
"104346","5","","57",""
"104346","7","","64",""
"104346","805","82","65",""
"104425","756","186","4",""
"104425","4","2","6",""
"104425","3","3","8",""
"104425","1","1","32",""
"104425","36","22","35",""
"104425","1","0","40",""
"104425","3","2","48",""
"104425","3","1","49",""
"104425","3","3","56",""
"104425","1","0","57",""
"104425","53","12","64",""
"104425","864","232","65",""
"104531","11","9","2",""
"104531","275","86","4",""
"104531","1","","5",""
"104531","85","62","6",""
"104531","23","14","8",""
"104531","4","2","12",""
"104531","24","18","15",""
"104531","15","11","16",""
"104531","4","2","17",""
"104531","2","1","18",""
"104531","1","1","19",""
"104531","1","1","20",""
"104531","1","","21",""
"104531","1","","24",""
"104531","2","1","25",""
"104531","4","3","26",""
"104531","4","3","27",""
"104531","2","","29",""
"104531","61","44","30",""
"104531","5","2","31",""
"104531","20","10","32",""
"104531","21","17","35",""
"104531","3","","36",""
"104531","1","1","37",""
"104531","1","","38",""
"104531","1","","39",""
"104531","15","","41",""
"104531","2","","42",""
"104531","1","","46",""
"104531","18","13","48",""
"104531","11","8","49",""
"104531","1","1","51",""
"104531","27","18","53",""
"104531","5","2","55",""
"104531","10","7","56",""
"104531","663","337","65",""
"104577","2","2","2",""
"104577","569","247","4",""
"104577","5","4","6",""
"104577","7","7","15",""
"104577","1","1","16",""
"104577","1","1","25",""
"104577","3","3","26",""
"104577","1","1","29",""
"104577","1","1","32",""
"104577","2","2","34",""
"104577","26","23","35",""
"104577","2","2","36",""
"104577","1","1","37",""
"104577","1","1","42",""
"104577","1","","47",""
"104577","4","3","48",""
"104577","1","1","49",""
"104577","1","1","51",""
"104577","1","","53",""
"104577","3","0","57",""
"104577","633","301","65",""
"104665","1","1","8",""
"104665","1","1","65",""
"104708","2","0","2",""
"104708","1582","972","4",""
"104708","1","0","5",""
"104708","7","2","6",""
"104708","5","3","8",""
"104708","1","1","9",""
"104708","3","2","15",""
"104708","1","0","16",""
"104708","2","0","17",""
"104708","1","1","21",""
"104708","2","0","26",""
"104708","2","2","30",""
"104708","2","1","32",""
"104708","3","1","34",""
"104708","3","1","35",""
"104708","4","2","36",""
"104708","1","1","39",""
"104708","1","1","41",""
"104708","1","0","42",""
"104708","3","1","48",""
"104708","2","2","53",""
"104708","10","4","64",""
"104708","1639","997","65",""
"104717","1","1","2",""
"104717","122","122","4",""
"104717","5","5","6",""
"104717","10","10","8",""
"104717","1","1","13",""
"104717","1","1","15",""
"104717","1","1","18",""
"104717","1","1","19",""
"104717","1","1","20",""
"104717","1","1","23",""
"104717","1","1","24",""
"104717","1","1","26",""
"104717","3","3","27",""
"104717","1","1","29",""
"104717","1","1","31",""
"104717","3","3","35",""
"104717","1","1","36",""
"104717","1","1","38",""
"104717","1","1","39",""
"104717","5","5","41",""
"104717","1","1","48",""
"104717","1","1","49",""
"104717","1","1","53",""
"104717","1","1","54",""
"104717","1","1","56",""
"104717","6","6","64",""
"104717","173","173","65",""
"105145","211","19","4",""
"105145","3","0","6",""
"105145","2","1","17",""
"105145","1","1","22",""
"105145","2","0","36",""
"105145","3","1","64",""
"105145","222","22","65",""
"105154","1","0","1",""
"105154","2","0","2",""
"105154","1768","926","4",""
"105154","18","8","6",""
"105154","5","1","8",""
"105154","3","1","9",""
"105154","1","0","12",""
"105154","1","1","13",""
"105154","1","0","15",""
"105154","2","1","16",""
"105154","8","7","17",""
"105154","2","2","18",""
"105154","1","1","19",""
"105154","1","0","20",""
"105154","1","1","21",""
"105154","1","1","24",""
"105154","5","2","26",""
"105154","3","0","27",""
"105154","2","1","29",""
"105154","1","0","30",""
"105154","2","1","31",""
"105154","11","10","32",""
"105154","5","2","34",""
"105154","7","3","35",""
"105154","7","4","36",""
"105154","1","0","37",""
"105154","2","1","38",""
"105154","4","2","39",""
"105154","1","1","41",""
"105154","5","1","42",""
"105154","1","0","44",""
"105154","1","1","48",""
"105154","6","4","49",""
"105154","3","1","51",""
"105154","3","2","53",""
"105154","6","3","55",""
"105154","24","4","64",""
"105154","1916","993","65",""
"105163","189","48","4",""
"105163","2","2","6",""
"105163","12","9","35",""
"105163","3","","64",""
"105163","206","59","65",""
"105172","289","89","4","1"
"105172","1","","13",""
"105172","1","","16",""
"105172","1","1","30",""
"105172","3","2","32",""
"105172","1","1","41",""
"105172","2","1","49",""
"105172","298","94","65",""
"105206","2644","1138","4",""
"105206","56","24","6",""
"105206","57","25","32",""
"105206","53","23","49",""
"105206","2810","1210","65",""
"105297","223","96","4",""
"105297","3","1","8",""
"105297","83","36","35",""
"105297","1","0","49",""
"105297","310","133","65",""
"105330","22","22","2",""
"105330","1609","1545","4",""
"105330","224","223","6",""
"105330","36","35","8",""
"105330","8","7","9",""
"105330","6","5","12",""
"105330","3","2","13",""
"105330","2","2","15",""
"105330","2","2","16",""
"105330","17","17","17",""
"105330","1","1","18",""
"105330","3","3","20",""
"105330","1","1","21",""
"105330","1","1","22",""
"105330","2","2","23",""
"105330","3","3","24",""
"105330","4","4","25",""
"105330","3","3","26",""
"105330","6","6","27",""
"105330","7","7","29",""
"105330","1","1","30",""
"105330","2","2","31",""
"105330","19","19","32",""
"105330","4","3","33",""
"105330","7","7","34",""
"105330","39","37","35",""
"105330","18","17","36",""
"105330","1","1","37",""
"105330","3","3","39",""
"105330","1","1","40",""
"105330","6","6","41",""
"105330","5","5","42",""
"105330","4","4","48",""
"105330","9","8","49",""
"105330","4","3","50",""
"105330","4","4","51",""
"105330","5","5","53",""
"105330","5","5","55",""
"105330","2","2","56",""
"105330","4","4","57",""
"105330","37","24","64",""
"105330","2140","2052","65",""
"105349","241","38","4",""
"105349","1","1","17",""
"105349","3","1","18",""
"105349","6","5","26",""
"105349","1","0","29",""
"105349","3","1","35",""
"105349","1","1","37",""
"105349","1","0","41",""
"105349","1","0","53",""
"105349","258","47","65",""
"105428","1","0","2",""
"105428","944","396","4",""
"105428","3","2","6",""
"105428","3","1","8",""
"105428","3","2","9",""
"105428","1","1","10",""
"105428","3","2","12",""
"105428","1","0","15",""
"105428","3","2","17",""
"105428","2","1","18",""
"105428","2","2","19",""
"105428","1","1","23",""
"105428","1","0","24",""
"105428","1","0","26",""
"105428","2","1","35",""
"105428","1","0","36",""
"105428","1","0","39",""
"105428","1","1","41",""
"105428","2","0","42",""
"105428","1","1","44",""
"105428","1","0","46",""
"105428","3","0","48",""
"105428","1","0","50",""
"105428","1","1","51",""
"105428","1","0","56",""
"105428","25","1","64",""
"105428","1009","415","65",""
"105516","306","124","65",""
"105516","306","124","66",""
"105525","2","1","1",""
"105525","2","0","2",""
"105525","4599","1619","4",""
"105525","1","0","5",""
"105525","75","27","6",""
"105525","19","6","8",""
"105525","3","1","9",""
"105525","5","1","12",""
"105525","1","1","15",""
"105525","2","1","16",""
"105525","7","0","17",""
"105525","4","1","18",""
"105525","6","5","19",""
"105525","4","1","20",""
"105525","1","1","23",""
"105525","3","0","25",""
"105525","9","2","26",""
"105525","3","0","27",""
"105525","3","0","29",""
"105525","2","1","31",""
"105525","5","2","32",""
"105525","6","3","34",""
"105525","9","3","35",""
"105525","33","5","36",""
"105525","1","0","38",""
"105525","4","3","39",""
"105525","2","1","40",""
"105525","3","0","41",""
"105525","5","3","42",""
"105525","1","0","45",""
"105525","1","0","46",""
"105525","6","1","47",""
"105525","13","6","48",""
"105525","3","0","49",""
"105525","2","0","51",""
"105525","12","2","53",""
"105525","1","0","55",""
"105525","1","1","63",""
"105525","268","40","64",""
"105525","5127","1738","65",""
"105589","184","166","65",""
"105589","184","166","66",""
"105668","401","8","4",""
"105668","1","0","25",""
"105668","1","0","26",""
"105668","1","0","31",""
"105668","1","0","42",""
"105668","1","0","49",""
"105668","1","0","53",""
"105668","8","0","64",""
"105668","415","8","65",""
"105747","2","1","1",""
"105747","360","178","4",""
"105747","4","2","6",""
"105747","3","1","8",""
"105747","2","1","12",""
"105747","1","1","15",""
"105747","1","0","17",""
"105747","1","0","19",""
"105747","1","0","25",""
"105747","1","1","26",""
"105747","1","0","27",""
"105747","1","1","30",""
"105747","2","0","32",""
"105747","2","0","33",""
"105747","1","0","35",""
"105747","3","0","36",""
"105747","1","1","42",""
"105747","1","1","49",""
"105747","1","0","55",""
"105747","1","0","63",""
"105747","2","1","64",""
"105747","392","189","65",""
"105792","405","115","4",""
"105792","1","0","6",""
"105792","2","2","17",""
"105792","1","0","18",""
"105792","1","0","35",""
"105792","1","0","36",""
"105792","4","0","64",""
"105792","415","117","65",""
"105817","14","13","65",""
"105817","14","13","66",""
"105899","1","1","2",""
"105899","25","19","4",""
"105899","5","5","6",""
"105899","1","1","32",""
"105899","1","1","42",""
"105899","2","2","53",""
"105899","1","0","55",""
"105899","36","29","65",""
"105941","6","2","4",""
"105941","2","","35",""
"105941","7","1","57",""
"105941","2","","64",""
"105941","17","3","65",""
"106102","59","53","4",""
"106102","18","16","64",""
"106102","77","69","65",""
"106148","1","0","2",""
"106148","467","227","4",""
"106148","17","5","6",""
"106148","3","2","8",""
"106148","1","0","9",""
"106148","3","3","15",""
"106148","2","0","16",""
"106148","1","0","18",""
"106148","1","0","21",""
"106148","1","0","22",""
"106148","5","","26",""
"106148","1","1","29",""
"106148","1","","30",""
"106148","1","","32",""
"106148","1","1","34",""
"106148","7","6","35",""
"106148","4","1","36",""
"106148","1","","39",""
"106148","2","1","40",""
"106148","2","1","41",""
"106148","2","","42",""
"106148","1","","46",""
"106148","2","","48",""
"106148","2","","49",""
"106148","4","","53",""
"106148","1","","55",""
"106148","2","2","56",""
"106148","1","1","57",""
"106148","7","2","64",""
"106148","544","253","65",""
"106245","1","1","4",""
"106245","1232","872","5",""
"106245","5","5","6",""
"106245","2","2","13",""
"106245","3","3","17",""
"106245","2","2","22",""
"106245","1","1","24",""
"106245","2","2","26",""
"106245","1","1","27",""
"106245","1","1","28",""
"106245","9","8","29",""
"106245","2","2","35",""
"106245","1","1","36",""
"106245","5","5","40",""
"106245","1","1","44",""
"106245","2","2","47",""
"106245","25","25","48",""
"106245","44","10","64",""
"106245","1339","944","65",""
"106263","23","6","5",""
"106263","1","1","48",""
"106263","24","7","65",""
"106306","46","31","5",""
"106306","1","1","17",""
"106306","1","1","26",""
"106306","1","1","29",""
"106306","2","2","47",""
"106306","3","3","55",""
"106306","54","39","65",""
"106342","101","94","5",""
"106342","1","1","17",""
"106342","3","3","21",""
"106342","5","5","22",""
"106342","2","2","28",""
"106342","7","7","29",""
"106342","1","1","30",""
"106342","3","3","40",""
"106342","4","4","47",""
"106342","10","10","48",""
"106342","1","1","51",""
"106342","69","66","57",""
"106342","207","197","65",""
"106397","4","3","1",""
"106397","3","2","4",""
"106397","1814","1472","5",""
"106397","15","12","6",""
"106397","9","7","8",""
"106397","4","3","9",""
"106397","1","1","11",""
"106397","6","5","12",""
"106397","3","2","13",""
"106397","1","1","15",""
"106397","14","11","17",""
"106397","2","2","18",""
"106397","5","4","19",""
"106397","8","6","20",""
"106397","1","1","21",""
"106397","18","15","22",""
"106397","3","2","25","1"
"106397","6","5","26",""
"106397","2","2","27",""
"106397","6","5","28",""
"106397","48","39","29",""
"106397","1","1","30",""
"106397","4","3","31",""
"106397","2","2","33",""
"106397","5","4","34",""
"106397","1","1","35","1"
"106397","3","2","36",""
"106397","1","1","37",""
"106397","1","1","39",""
"106397","88","71","40",""
"106397","6","5","42",""
"106397","1","1","45",""
"106397","13","11","47",""
"106397","121","98","48",""
"106397","10","8","51",""
"106397","1","1","53",""
"106397","1","1","55",""
"106397","1","1","56",""
"106397","121","98","58",""
"106397","28","23","64",""
"106397","2382","1933","65",""
"106412","1","1","4",""
"106412","592","385","5",""
"106412","10","8","6",""
"106412","2","2","12",""
"106412","1","1","13",""
"106412","32","23","17",""
"106412","3","2","18",""
"106412","1","1","20",""
"106412","2","2","22",""
"106412","16","14","26",""
"106412","1","0","27",""
"106412","3","3","28",""
"106412","20","16","29",""
"106412","1","0","30",""
"106412","3","3","31",""
"106412","1","1","36",""
"106412","3","2","39",""
"106412","3","2","40",""
"106412","11","11","47",""
"106412","5","4","48",""
"106412","5","4","55",""
"106412","2","1","64",""
"106412","718","486","65",""
"106449","557","","5",""
"106449","1","1","8",""
"106449","1","1","38",""
"106449","1","1","47",""
"106449","1","1","48",""
"106449","1","1","64",""
"106449","562","5","65",""
"106458","4","4","1",""
"106458","1","1","4",""
"106458","1428","1185","5",""
"106458","4","3","6",""
"106458","2","2","8",""
"106458","2","0","9",""
"106458","1","1","10",""
"106458","11","8","12",""
"106458","4","4","13",""
"106458","10","8","17",""
"106458","5","4","18",""
"106458","1","0","20",""
"106458","2","2","21",""
"106458","2","2","22",""
"106458","1","1","23",""
"106458","2","0","25",""
"106458","7","6","26",""
"106458","10","8","28",""
"106458","109","100","29",""
"106458","1","1","32",""
"106458","2","0","34",""
"106458","1","1","35",""
"106458","11","9","36",""
"106458","3","2","40",""
"106458","1","0","41",""
"106458","1","1","42",""
"106458","48","47","47",""
"106458","11","7","48",""
"106458","1","1","51",""
"106458","5","4","55",""
"106458","21","3","64",""
"106458","1712","1415","65",""
"106467","1","1","4",""
"106467","1027","706","5",""
"106467","2","2","6",""
"106467","1","1","9",""
