unitid,"xf2a01",f2a01,"xf2a02",f2a02,"xf2a03",f2a03,"xf2a03a",f2a03a,"xf2a04",f2a04,"xf2a05",f2a05,"xf2a05a",f2a05a,"xf2a05b",f2a05b,"xf2a06",f2a06,"xf2a11",f2a11,"xf2a12",f2a12,"xf2a13",f2a13,"xf2a14",f2a14,"xf2a15",f2a15,"xf2a16",f2a16,"xf2a17",f2a17,"xf2a18",f2a18,"xf2a19",f2a19,f2a20,"xf2a20","xf2b01",f2b01,"xf2b02",f2b02,"xf2b03",f2b03,"xf2b04",f2b04,"xf2b05",f2b05,"xf2b06",f2b06,"xf2b07",f2b07,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c03",f2c03,"xf2c04",f2c04,"xf2c05",f2c05,"xf2c06",f2c06,"xf2c07",f2c07,"xf2c08",f2c08,"xf2c09",f2c09,"xf2d01",f2d01,"xf2d012",f2d012,"xf2d013",f2d013,"xf2d014",f2d014,"xf2d02",f2d02,"xf2d022",f2d022,"xf2d023",f2d023,"xf2d024",f2d024,"xf2d03",f2d03,"xf2d032",f2d032,"xf2d033",f2d033,"xf2d034",f2d034,"xf2d04",f2d04,"xf2d042",f2d042,"xf2d043",f2d043,"xf2d044",f2d044,"xf2d05",f2d05,"xf2d052",f2d052,"xf2d053",f2d053,"xf2d054",f2d054,"xf2d06",f2d06,"xf2d062",f2d062,"xf2d063",f2d063,"xf2d064",f2d064,"xf2d07",f2d07,"xf2d072",f2d072,"xf2d073",f2d073,"xf2d074",f2d074,"xf2d08",f2d08,"xf2d082",f2d082,"xf2d083",f2d083,"xf2d084",f2d084,"xf2d08a",f2d08a,"xf2d082a",f2d082a,"xf2d083a",f2d083a,"xf2d084a",f2d084a,"xf2d08b",f2d08b,"xf2d082b",f2d082b,"xf2d083b",f2d083b,"xf2d084b",f2d084b,"xf2d09",f2d09,"xf2d092",f2d092,"xf2d093",f2d093,"xf2d094",f2d094,"xf2d10",f2d10,"xf2d102",f2d102,"xf2d103",f2d103,"xf2d104",f2d104,"xf2d11",f2d11,"xf2d112",f2d112,"xf2d12",f2d12,"xf2d122",f2d122,"xf2d13",f2d13,"xf2d132",f2d132,"xf2d14",f2d14,"xf2d142",f2d142,"xf2d143",f2d143,"xf2d144",f2d144,"xf2d15",f2d15,"xf2d152",f2d152,"xf2d153",f2d153,"xf2d154",f2d154,"xf2d16",f2d16,"xf2d162",f2d162,"xf2d163",f2d163,"xf2d164",f2d164,"xf2d172",f2d172,"xf2d173",f2d173,"xf2d182",f2d182,"xf2d183",f2d183,"xf2d184",f2d184,"xf2e011",f2e011,"xf2e012",f2e012,"xf2e013",f2e013,"xf2e014",f2e014,"xf2e015",f2e015,"xf2e016",f2e016,"xf2e017",f2e017,"xf2e021",f2e021,"xf2e022",f2e022,"xf2e023",f2e023,"xf2e024",f2e024,"xf2e025",f2e025,"xf2e026",f2e026,"xf2e027",f2e027,"xf2e031",f2e031,"xf2e032",f2e032,"xf2e033",f2e033,"xf2e034",f2e034,"xf2e035",f2e035,"xf2e036",f2e036,"xf2e037",f2e037,"xf2e041",f2e041,"xf2e042",f2e042,"xf2e043",f2e043,"xf2e044",f2e044,"xf2e045",f2e045,"xf2e046",f2e046,"xf2e047",f2e047,"xf2e051",f2e051,"xf2e052",f2e052,"xf2e053",f2e053,"xf2e054",f2e054,"xf2e055",f2e055,"xf2e056",f2e056,"xf2e057",f2e057,"xf2e061",f2e061,"xf2e062",f2e062,"xf2e063",f2e063,"xf2e064",f2e064,"xf2e065",f2e065,"xf2e066",f2e066,"xf2e067",f2e067,"xf2e071",f2e071,"xf2e072",f2e072,"xf2e073",f2e073,"xf2e074",f2e074,"xf2e075",f2e075,"xf2e076",f2e076,"xf2e077",f2e077,"xf2e081",f2e081,"xf2e082",f2e082,"xf2e083",f2e083,"xf2e084",f2e084,"xf2e085",f2e085,"xf2e086",f2e086,"xf2e087",f2e087,"xf2e091",f2e091,"xf2e092",f2e092,"xf2e093",f2e093,"xf2e094",f2e094,"xf2e095",f2e095,"xf2e096",f2e096,"xf2e097",f2e097,"xf2e101",f2e101,"xf2e102",f2e102,"xf2e103",f2e103,"xf2e104",f2e104,"xf2e105",f2e105,"xf2e106",f2e106,"xf2e107",f2e107,"xf2e111",f2e111,"xf2e112",f2e112,"xf2e113",f2e113,"xf2e114",f2e114,"xf2e115",f2e115,"xf2e116",f2e116,"xf2e117",f2e117,"xf2e121",f2e121,"xf2e122",f2e122,"xf2e123",f2e123,"xf2e124",f2e124,"xf2e125",f2e125,"xf2e126",f2e126,"xf2e127",f2e127,"xf2e131",f2e131,"xf2e132",f2e132,"xf2e133",f2e133,"xf2e134",f2e134,"xf2e135",f2e135,"xf2e136",f2e136,"xf2e137",f2e137,"xf2h01",f2h01,"xf2h02",f2h02,f2fha
"102049",10,"354461465",10,"597531829",10,"201453249",30,"",10,"178034912",10,"218043668",10,"113428338",30,"",10,"396078580",10,"53012884",10,"223462965",10,"46869328",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"131740755",10,"117199761",10,"0",10,"14540994",10,"381537586",10,"0",10,"396078580",10,"920634",10,"468959",10,"63513",10,"0",10,"5329973",10,"14239845",10,"21022924",10,"19569818",10,"0",10,"64307953",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"94125",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"15889566",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"5008486",30,"",30,"",30,"",10,"25426348",30,"",30,"",30,"",10,"0",30,"",10,"14832827",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"6181450",30,"",30,"",30,"",10,"131740755",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"55095761",10,"29768940",10,"9000695",10,"4313448",10,"3132733",13,"0",10,"8879945",10,"20740",10,"17773",10,"1195",10,"0",10,"0",13,"0",10,"1772",10,"2308342",10,"248526",10,"73307",10,"905232",10,"657444",13,"0",10,"423833",10,"8781610",10,"4238806",10,"1196516",10,"1104649",10,"802274",13,"0",10,"1439365",10,"17132889",10,"6491695",10,"2026275",10,"2322905",10,"1687059",13,"0",10,"4604955",10,"21436956",10,"7351326",10,"3298656",10,"159533",10,"115865",10,"4934269",10,"5577307",10,"12423463",10,"1426694",10,"461666",10,"3280106",10,"2382247",13,"0",10,"4872750",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"-12085873",10,"0",13,"0",10,"12085873",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"117199761",10,"49543760",10,"16058310",10,"0",10,"8777622",10,"4934269",10,"37885800",10,"301044000",10,"313301992","1"
"102058",21,"4360000",21,"4360000",21,"0",30,"",21,"3110000",21,"1250000",21,"0",30,"",21,"4360000",21,"170000",21,"4947000",21,"169950",21,"0",30,"",30,"",30,"",30,"",30,"","",30,21,"1950189",21,"1892476",21,"0",21,"57713",21,"4050000",21,"252287",21,"4360000",21,"19245",21,"6668",21,"0",21,"0",21,"0",21,"0",21,"25913",21,"25913",21,"0",21,"1394283",30,"",30,"",30,"",21,"0",30,"",30,"",30,"",21,"0",30,"",30,"",30,"",21,"0",30,"",30,"",30,"",21,"25913",30,"",30,"",30,"",21,"0",30,"",30,"",30,"",21,"0",30,"",30,"",30,"",21,"486064",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",21,"0",30,"",30,"",30,"",21,"10835",30,"",30,"",30,"",21,"0",30,"",21,"0",30,"",21,"0",30,"",21,"0",30,"",30,"",30,"",21,"33094",30,"",30,"",30,"",21,"1950189",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",21,"428675",21,"333972",21,"94703",21,"0",21,"0",21,"0",21,"0",21,"71813",21,"56030",21,"15783",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"193288",21,"114859",21,"78429",21,"0",21,"0",21,"0",21,"0",21,"301631",21,"80635",21,"0",21,"220996",21,"0",21,"0",21,"0",21,"897069",21,"46364",21,"3546",21,"847159",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"",21,"",21,"",21,"",21,"",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"-1068155",21,"0",21,"0",21,"1068155",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"0",21,"1892476",21,"631860",21,"192461",21,"0",21,"0",21,"0",21,"1068155",21,"",21,"","2"
"102234",10,"53864127",10,"194187607",10,"98382868",30,"",10,"22945349",10,"72859390",10,"30349946",30,"",10,"95804739",10,"2779805",10,"82933052",10,"5233403",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"38713176",10,"37500046",10,"3973141",10,"5186271",10,"90618468",10,"0",10,"95804739",10,"1147566",10,"508985",10,"8000",10,"0",10,"721093",10,"15823248",10,"18208892",10,"15823249",10,"0",10,"13333090",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"1280071",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"11927705",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"2385862",30,"",30,"",30,"",10,"0",30,"",10,"9665286",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"121162",30,"",30,"",30,"",10,"38713176",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"9483962",10,"5563913",10,"872985",10,"939317",10,"682292",10,"596417",10,"829038",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"788535",10,"384393",10,"71145",10,"0",10,"0",10,"0",10,"332997",10,"3020881",10,"1202863",10,"224997",10,"459519",10,"333780",10,"291770",10,"507952",10,"6146708",10,"1947107",10,"384458",10,"741462",10,"538575",10,"470789",10,"2064317",10,"8278036",10,"3008335",10,"663068",10,"531736",10,"386236",10,"337624",10,"3351037",10,"9060831",10,"516462",10,"87130",10,"2274346",10,"1652014",10,"1444088",10,"3086791",10,"721093",30,"",30,"",30,"",30,"",30,"",10,"721093",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"-4946380",10,"0",10,"0",10,"4946380",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"37500046",10,"12623073",10,"2303783",10,"0",10,"3592897",10,"3140688",10,"15839605",10,"32688024",10,"34645309","1"
"102261",10,"1523761",10,"12544172",10,"2912473",30,"",10,"7980907",10,"1650792",10,"1481947",30,"",10,"9631699",10,"1742000",10,"8450105",10,"1784087",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"3474735",10,"2952397",10,"0",10,"522338",10,"9109361",10,"0",10,"9631699",10,"264685",10,"15165",10,"0",10,"0",10,"52837",10,"87243",10,"419930",10,"140080",10,"0",10,"1599421",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"1560292",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"58708",30,"",30,"",30,"",10,"0",30,"",10,"198394",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"57920",30,"",30,"",30,"",10,"3474735",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"747357",10,"514111",10,"58622",10,"70818",10,"83198",10,"0",10,"20608",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"336757",10,"180693",10,"22847",10,"42491",10,"47024",10,"0",10,"43702",10,"655877",10,"256822",10,"26324",10,"84982",10,"101283",10,"0",10,"186466",10,"963244",10,"235941",10,"38846",10,"28327",10,"28938",10,"201835",10,"429357",10,"249162",10,"4800",10,"0",10,"56655",10,"101283",10,"0",10,"86424",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"56823",10,"4140",10,"-283273",10,"0",10,"0",10,"222310",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2952397",10,"1249190",10,"150779",10,"0",10,"361726",10,"201835",10,"988867",10,"1408041",10,"1538287","1"
"102270",10,"19779083",10,"73037667",10,"48095024",30,"",10,"7088814",10,"17853829",10,"17847927",30,"",10,"24942643",10,"445872",10,"43028247",10,"20968800",10,"1268407",30,"",30,"",30,"",30,"",30,"","",30,10,"16943798",10,"21382179",10,"0",10,"-4438381",10,"29381024",10,"0",10,"24942643",10,"2376445",10,"418065",10,"366039",13,"0",10,"0",10,"3241644",10,"6402193",10,"2701132",10,"914626",10,"8167506",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"3767774",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"2438479",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"-280597",30,"",30,"",30,"",10,"0",30,"",10,"2765587",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"85049",30,"",30,"",30,"",10,"16943798",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4040936",10,"2483800",10,"438462",10,"364678",10,"428504",13,"0",10,"325492",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"583585",10,"221160",10,"51127",10,"52666",10,"61884",13,"0",10,"196748",10,"1347967",10,"671155",10,"129130",10,"121649",10,"142940",13,"0",10,"283093",10,"4007539",10,"1490758",10,"262498",10,"361664",10,"424963",13,"0",10,"1467656",10,"8470863",10,"1558175",10,"341074",10,"764460",10,"898258",10,"2393126",10,"2515770",10,"2931288",10,"506298",10,"63600",10,"264537",10,"310836",13,"0",10,"1786017",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"433220",10,"126151",10,"-1929654",13,"0",13,"0",10,"1370283",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"21382179",10,"7364566",10,"1412042",10,"0",10,"2267385",10,"2393126",10,"7945060",10,"23868592",10,"18004643","1"
"102298",10,"40500000",10,"59258765",10,"14080490",30,"",10,"40575936",10,"4602339",10,"4602339",30,"",10,"45178275",10,"74795",10,"14152964",10,"49209087",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"11698030",10,"10859736",10,"0",10,"838294",10,"44339981",10,"0",10,"45178275",10,"1035101",10,"1447542",10,"1101247",10,"0",10,"411330",10,"0",10,"3995220",10,"411330",10,"0",10,"2145370",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"1101247",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"3040960",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"1840558",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"1861987",30,"",30,"",30,"",13,"0",30,"",10,"1470841",30,"",13,"0",30,"",13,"0",30,"",30,"",30,"",10,"237067",30,"",30,"",30,"",10,"11698030",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2783396",10,"2099514",10,"204327",10,"275658",10,"189252",10,"0",10,"14645",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"249185",10,"185541",10,"11854",10,"24678",10,"16943",10,"0",10,"10169",10,"830723",10,"407151",10,"38860",10,"82271",10,"56483",10,"0",10,"245958",10,"1238362",10,"775605",10,"77674",10,"122643",10,"84200",10,"0",10,"178240",10,"4938077",10,"877198",10,"73244",10,"489052",10,"335756",10,"421813",10,"2741014",10,"819991",10,"199709",10,"19502",10,"81209",10,"55754",10,"0",10,"463817",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"476791",10,"42860",10,"-1075511",10,"0",10,"0",10,"555860",10,"2",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2",10,"10859736",10,"5021509",10,"468321",10,"0",10,"738388",10,"421813",10,"4209705",10,"4602339",10,"4602339","1"
"102377",10,"107782489",10,"299272633",10,"107088344",30,"",10,"107924930",10,"84259359",13,"0",30,"",10,"192184289",10,"11820261",10,"217242848",10,"92413196",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"116304525",10,"109385376",10,"0",10,"6919149",10,"185265140",10,"0",10,"192184289",10,"4284119",10,"2574922",10,"235006",10,"9635",10,"1674191",10,"8825338",10,"17603211",10,"10744170",10,"0",10,"41845209",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"12721586",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"35695474",30,"",30,"",30,"",10,"4407464",30,"",30,"",30,"",10,"56920",30,"",30,"",30,"",10,"6809939",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"-3172826",30,"",30,"",30,"",10,"0",30,"",10,"13067376",30,"",10,"0",30,"",10,"2123752",30,"",30,"",30,"",10,"2749631",30,"",30,"",30,"",10,"116304525",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"35657412",10,"18434633",10,"3021320",10,"5629699",10,"2555377",10,"855248",10,"5161135",10,"18342613",10,"5039855",10,"649953",10,"1638110",10,"1428186",10,"477993",10,"9108516",10,"7924034",10,"2919515",10,"479113",10,"332662",10,"800664",10,"267971",10,"3124109",10,"3924251",10,"1285552",10,"216412",10,"509075",10,"309280",10,"103512",10,"1500420",10,"6424756",10,"2184829",10,"387907",10,"1108875",10,"443855",10,"148552",10,"2150738",10,"15947494",10,"6290790",10,"1279305",10,"1402894",10,"1189481",10,"398102",10,"5386922",10,"5452449",10,"423944",10,"69059",10,"955985",10,"380192",10,"127244",10,"3496025",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3485851",10,"735678",10,"6573",13,"0",13,"0",13,"0",10,"2743600",10,"0",10,"95184",10,"11403",10,"-11577300",10,"954318",10,"361251",10,"10155144",10,"12226516",10,"0",10,"0",10,"0",10,"0",10,"0",10,"12226516",10,"109385376",10,"37409980",10,"6121045",10,"0",10,"8061353",10,"2739873",10,"55053125",10,"88658902",10,"86815813","1"
"102395",10,"8364408",10,"14061908",10,"462454",30,"",10,"13206601",10,"392853",10,"0",30,"",10,"13599454",10,"875000",10,"3463108",10,"4615543",10,"175879",30,"",30,"",30,"",30,"",30,"","",30,10,"5551371",10,"5694808",10,"25104",10,"-118333",10,"13717787",10,"0",10,"13599454",10,"134478",10,"47258",10,"11404",10,"0",10,"40127",10,"67410",10,"300677",10,"107537",13,"0",10,"5098915",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"25398",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"220507",30,"",30,"",30,"",10,"-184532",30,"",30,"",30,"",10,"0",30,"",10,"266533",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"124550",30,"",30,"",30,"",10,"5551371",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1532954",10,"842913",10,"134924",10,"0",10,"59324",10,"0",10,"495793",10,"164836",10,"131226",10,"30679",10,"0",10,"0",10,"0",10,"2931",10,"46919",10,"25255",10,"4293",10,"0",10,"0",10,"0",10,"17371",10,"172121",10,"78201",10,"13294",10,"0",10,"40590",10,"0",10,"40036",10,"760178",10,"444533",10,"75571",10,"0",10,"12489",10,"0",10,"227585",10,"2832545",10,"1304255",10,"221724",10,"0",10,"193583",10,"16007",10,"1096976",10,"185255",10,"29035",10,"4936",10,"0",10,"6245",10,"0",10,"145039",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"5694808",10,"2855418",10,"485421",10,"0",10,"312231",10,"16007",10,"2025731",10,"1000000",10,"1000000","1"
"102669",10,"55406045",10,"81028952",10,"35305076",10,"18866146",10,"26112706",10,"19611170",10,"7603055",10,"12008115",10,"45723876",10,"1135233",10,"29839847",10,"3381729",30,"",10,"853463",13,"0",10,"35210272",10,"15385162",10,"19825110","0",13,10,"20426892",10,"15338274",10,"-219642",10,"4868976",10,"40854900",10,"0",10,"45723876",10,"308938",10,"98826",10,"43067",13,"0",10,"341316",10,"1535284",10,"2327431",10,"1972142",13,"0",10,"7034889",10,"7034889",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"903742",10,"903742",13,"0",13,"0",10,"87045",10,"87045",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"9261201",10,"6195372",10,"3063263",10,"2566",10,"9148943",10,"6083114",10,"3063263",10,"2566",10,"112258",10,"112258",13,"0",13,"0",10,"792788",10,"792788",13,"0",13,"0",10,"90259",10,"1243416",10,"-1200380",10,"47223",10,"0",13,"0",10,"1546951",10,"1546951",10,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"710017",10,"710017",10,"0",10,"0",10,"20426892",10,"18514220",10,"1862883",10,"49789",10,"1229967",10,"-1229967",10,"19744187",10,"632916",10,"49789",10,"5582903",10,"3440424",10,"864490",10,"306227",10,"326791",13,"0",10,"644971",10,"321347",10,"144394",10,"8790",13,"0",13,"0",13,"0",10,"168163",10,"246912",10,"145587",10,"47851",13,"0",13,"0",13,"0",10,"53474",10,"340823",10,"84815",10,"14309",10,"52931",10,"44593",13,"0",10,"144175",10,"3117254",10,"1366555",10,"450349",10,"183204",10,"229157",13,"0",10,"887989",10,"3093685",10,"1398199",10,"488958",10,"91686",10,"113641",13,"0",10,"1001201",10,"2046647",10,"280286",10,"71427",10,"259844",10,"560702",13,"0",10,"874388",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"241942",10,"79948",10,"-893893",13,"0",13,"0",10,"572003",10,"588703",10,"0",10,"0",10,"1",10,"0",13,"0",10,"588702",10,"15338274",10,"7102202",10,"2026122",10,"0",10,"1274884",13,"0",10,"4935066",10,"46487861",10,"53168527","1"
"103778",10,"21235086",10,"87341748",10,"52540200",30,"",10,"12183644",10,"22617904",10,"11812010",30,"",10,"34801548",10,"5925132",10,"51209900",10,"36269000",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"69673614",10,"69495922",10,"39694",10,"217386",10,"34584164",10,"-2",10,"34801548",10,"0",10,"75648",10,"0",10,"0",10,"659295",10,"3934202",10,"4669145",10,"4593498",10,"0",10,"64272225",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"860287",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"4003488",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"-1426810",30,"",30,"",30,"",10,"0",30,"",10,"1152760",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"811664",30,"",30,"",30,"",10,"69673614",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"43277959",10,"17564711",10,"3168058",13,"0",10,"2286285",10,"857074",10,"19401831",10,"2023115",10,"1857947",10,"9804",13,"0",10,"82090",10,"40066",10,"33208",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4930692",10,"1948922",10,"440563",13,"0",10,"200068",10,"97647",10,"2243492",10,"2761354",10,"1436274",10,"320860",13,"0",10,"112045",10,"54686",10,"837489",10,"15251939",10,"5159756",10,"1842041",13,"0",10,"618862",10,"302048",10,"7329232",10,"1250863",10,"400640",10,"49943",13,"0",10,"50755",10,"24772",10,"724753",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"69495922",10,"28368250",10,"5831269",10,"0",10,"3350105",10,"1376293",10,"30570005",10,"23334479",10,"21235086","1"
