unitid,"xtuit1",tuition1,"xfee1",fee1,"xhrchg1",hrchg1,"xcmpfee1",cmpfee1,"xtuit2",tuition2,"xfee2",fee2,"xhrchg2",hrchg2,"xcmpfee2",cmpfee2,"xtuit3",tuition3,"xfee3",fee3,"xhrchg3",hrchg3,"xcmpfee3",cmpfee3,"xtuit5",tuition5,"xfee5",fee5,"xhrchg5",hrchg5,"xtuit6",tuition6,"xfee6",fee6,"xhrchg6",hrchg6,"xtuit7",tuition7,"xfee7",fee7,"xhrchg7",hrchg7,"xispro1",isprof1,"xispfe1",ispfee1,"xospro1",osprof1,"xospfe1",ospfee1,"xispro2",isprof2,"xispfe2",ispfee2,"xospro2",osprof2,"xospfe2",ospfee2,"xispro3",isprof3,"xispfe3",ispfee3,"xospro3",osprof3,"xospfe3",ospfee3,"xispro4",isprof4,"xispfe4",ispfee4,"xospro4",osprof4,"xospfe4",ospfee4,"xispro5",isprof5,"xispfe5",ispfee5,"xospro5",osprof5,"xospfe5",ospfee5,"xispro6",isprof6,"xispfe6",ispfee6,"xospro6",osprof6,"xospfe6",ospfee6,"xispro7",isprof7,"xispfe7",ispfee7,"xospro7",osprof7,"xospfe7",ospfee7,"xispro8",isprof8,"xispfe8",ispfee8,"xospro8",osprof8,"xospfe8",ospfee8,"xispro9",isprof9,"xispfe9",ispfee9,"xospro9",osprof9,"xospfe9",ospfee9,"xispro10",isprof10,"xispfe10",ispfee10,"xospro10",osprof10,"xospfe10",ospfee10,"xispro11",isprof11,"xispfe11",ispfee11,"xospro11",osprof11,"xospfe11",ospfee11,"xchg1ay1",chg1ay1,"xchg1ay2",chg1ay2,"xchg1ay3",chg1ay3,"xchg2ay1",chg2ay1,"xchg2ay2",chg2ay2,"xchg2ay3",chg2ay3,"xchg3ay1",chg3ay1,"xchg3ay2",chg3ay2,"xchg3ay3",chg3ay3,"xchg4ay1",chg4ay1,"xchg4ay2",chg4ay2,"xchg4ay3",chg4ay3,"xchg5ay1",chg5ay1,"xchg5ay2",chg5ay2,"xchg5ay3",chg5ay3,"xchg6ay1",chg6ay1,"xchg6ay2",chg6ay2,"xchg6ay3",chg6ay3,"xchg7ay1",chg7ay1,"xchg7ay2",chg7ay2,"xchg7ay3",chg7ay3,"xchg8ay1",chg8ay1,"xchg8ay2",chg8ay2,"xchg8ay3",chg8ay3,"xchg9ay1",chg9ay1,"xchg9ay2",chg9ay2,"xchg9ay3",chg9ay3,cindon,cinson,cotson,cindoff,cinsoff,cotsoff,cindfam,cinsfam,cotsfam
"179256",10,"6510",10,"0",10,"217",30,"",10,"6510",13,"0",10,"217",30,"",10,"6510",13,"0",10,"217",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"5824",10,"6304",10,"6510",10,"5824",10,"6304",10,"6510",10,"5824",10,"6304",10,"6510",10,"500",10,"500",10,"600",10,"3180",10,"3580",10,"4780",10,"2635",10,"2365",10,"2500",10,"5040",10,"5040",10,"5040",10,"1760",10,"2260",10,"2500",10,"2835",10,"3335",10,"3835","14390","14390","14390","14650","14650","14650","10945","10945","10945"
"179265",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"330",30,"",30,"",10,"330",30,"",30,"",10,"330",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"16200",10,"95",10,"16200",10,"95",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","","","","","","","","",""
"179292",10,"1800",13,"0",10,"60",30,"",10,"2340",13,"0",10,"78",30,"",10,"3330",13,"0",10,"111",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1260",10,"1680",10,"1800",10,"1590",10,"2190",10,"2340",10,"2010",10,"3090",10,"3330",10,"800",10,"800",10,"800",30,"",30,"",30,"",30,"",30,"",30,"",10,"5400",10,"5400",10,"5400",10,"3300",10,"3300",10,"3300",10,"6800",10,"6800",10,"6800","","","","11300","11840","12830","9400","9940","10930"
"179308",10,"1800",13,"0",10,"60",30,"",10,"2340",13,"0",10,"78",30,"",10,"3330",13,"0",10,"111",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1260",10,"1680",10,"1800",10,"1590",10,"2190",10,"2340",10,"2010",10,"3090",10,"3330",10,"800",10,"800",10,"800",30,"",30,"",30,"",30,"",30,"",30,"",10,"5400",10,"5400",10,"5400",10,"3300",10,"3300",10,"3300",10,"6800",10,"6800",10,"6800","","","","11300","11840","12830","9400","9940","10930"
"179317",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"10500",10,"330",10,"350",10,"10500",10,"330",10,"350",10,"10500",10,"330",10,"350",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"10500",10,"330",10,"10500",10,"330",33,"",33,"",33,"",33,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","","","","","","","","",""
"179326",10,"11200",10,"391",10,"475",30,"",10,"11200",10,"391",10,"475",30,"",10,"11200",10,"391",10,"475",30,"",10,"2430",13,"0",10,"135",10,"2430",13,"0",10,"135",10,"2430",13,"0",10,"135",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"10326",10,"10932",10,"11591",10,"10326",10,"10932",10,"11591",10,"10326",10,"10932",10,"11591",10,"1050",10,"1050",10,"1125",10,"3234",10,"3394",10,"3618",10,"2000",10,"2000",10,"2200",10,"9397",10,"9397",10,"9500",10,"2000",10,"2000",10,"2200",10,"2000",10,"2000",10,"2000","18534","18534","18534","24416","24416","24416","14716","14716","14716"
"179344",10,"2700",10,"210",10,"90",30,"",10,"2700",10,"210",10,"90",30,"",10,"5400",10,"210",10,"180",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2470",10,"2680",10,"2910",10,"2470",10,"2680",10,"2910",10,"4750",10,"5170",10,"5610",10,"700",10,"800",10,"870",10,"4280",10,"4350",10,"4400",10,"3980",10,"4315",10,"4594",10,"5170",10,"5220",10,"5256",10,"6230",10,"7015",10,"7294",10,"3980",10,"4315",10,"4594","12774","12774","15474","16330","16330","19030","8374","8374","11074"
"179450",10,"7700",10,"255",10,"275",30,"",10,"7700",10,"255",10,"275",30,"",10,"7700",10,"255",10,"275",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","","","","","","","","",""
"179539",10,"1680",10,"300",10,"56",30,"",10,"2490",10,"300",10,"83",30,"",10,"4080",10,"300",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1470",10,"1740",10,"1980",10,"2160",10,"2550",10,"2790",10,"2880",10,"4140",10,"4380",10,"1300",10,"1300",10,"1340",10,"3796",10,"4037",10,"4137",10,"2300",10,"2400",10,"2500",10,"4400",10,"4600",10,"4800",10,"2300",10,"2400",10,"2500",10,"2300",10,"2400",10,"2500","9957","10767","12357","10620","11430","13020","5820","6630","8220"
"179548",10,"17360",10,"0",10,"460",30,"",10,"17360",13,"0",10,"460",30,"",10,"17360",13,"0",10,"460",30,"",10,"5840",10,"0",10,"243",10,"5840",13,"0",10,"243",10,"5840",13,"0",10,"243",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"16245",10,"16715",10,"17360",10,"16245",10,"16715",10,"17360",10,"16245",10,"16715",10,"17360",10,"600",10,"600",10,"750",10,"6050",10,"5690",10,"6900",10,"2400",10,"2400",10,"2400",10,"4500",10,"3600",10,"3600",10,"2400",10,"2400",10,"2400",10,"2400",10,"2400",10,"2400","27410","27410","27410","24110","24110","24110","20510","20510","20510"
"179557",10,"4254",10,"321",10,"152",30,"",10,"4254",10,"321",10,"152",30,"",10,"7839",10,"321",10,"272",30,"",10,"4061",10,"257",10,"180",10,"4061",10,"257",10,"180",10,"7514",10,"257",10,"324",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3525",10,"4035",10,"4575",10,"3525",10,"4035",10,"4575",10,"6360",10,"7110",10,"8160",10,"350",10,"350",10,"350",10,"4779",10,"4938",10,"5092",10,"2620",10,"2650",10,"2724",10,"4779",10,"4938",10,"5092",10,"2907",10,"2937",10,"3022",10,"2907",10,"2937",10,"3022","12741","12741","16326","13039","13039","16624","7947","7947","11532"
"179566",10,"4140",10,"496",10,"138",30,"",10,"4140",10,"496",10,"138",30,"",10,"8280",10,"496",10,"276",30,"",10,"3816",10,"496",10,"159",10,"3816",10,"496",10,"159",10,"7632",10,"496",10,"318",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3748",10,"4274",10,"4636",10,"3748",10,"4274",10,"4636",10,"7078",10,"8114",10,"8776",10,"800",10,"800",10,"800",10,"4725",10,"4850",10,"4790",10,"3927",10,"3276",10,"3374",10,"4725",10,"4850",10,"4790",10,"3927",10,"3276",10,"3374",10,"6352",10,"3276",10,"3374","13600","13600","17740","13600","13600","17740","8810","8810","12950"
"179645",10,"1944",10,"444",10,"62",30,"",10,"3096",10,"444",10,"94",30,"",10,"3888",10,"444",10,"116",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1194",10,"1410",10,"1506",10,"1866",10,"2130",10,"2274",10,"3642",10,"2400",10,"2802",10,"400",10,"400",10,"400",30,"",10,"3114",10,"3114",30,"",10,"2652",10,"1915",10,"2600",10,"2600",10,"6111",10,"2652",10,"2652",10,"2905",10,"2652",10,"2652",10,"2905","6935","7703","8231","10922","11690","12218","4811","5579","6107"
"179715",10,"1470",10,"450",10,"64",30,"",10,"2280",10,"450",10,"91",30,"",10,"3240",10,"450",10,"123",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1590",10,"1770",10,"1920",10,"2250",10,"2520",10,"2730",10,"3120",10,"3390",10,"3690",10,"800",10,"800",10,"800",10,"3440",10,"3260",10,"3560",10,"3480",10,"3620",10,"1915",10,"3440",10,"3400",10,"6111",10,"3480",10,"3620",10,"2905",10,"3480",10,"3620",10,"2905","8195","9005","9965","11736","12546","13506","5625","6435","7395"
"179742",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4000",10,"0",30,"",10,"4000",13,"0",30,"",10,"4000",13,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","","","","","","","","",""
"179812",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"31200",10,"60",10,"31200",10,"60",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","","","","","","","","",""
"179867",10,"28300",10,"753",10,"1180",30,"",10,"28300",10,"753",10,"1180",30,"",10,"28300",10,"753",10,"1180",30,"",10,"28300",13,"0",10,"1180",10,"28300",13,"0",10,"1180",10,"28300",13,"0",10,"1180",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"37032",13,"0",10,"37032",13,"0",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"30740",13,"0",10,"30740",13,"0",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"26377",10,"27619",10,"29053",10,"26377",10,"27619",10,"29053",10,"26377",10,"27619",10,"29053",10,"900",10,"950",10,"960",10,"8122",10,"8580",10,"9240",10,"1514",10,"1590",10,"1528",10,"8187",10,"8627",10,"9240",10,"1514",10,"1590",10,"1528",10,"3500",10,"3660",10,"3403","40781","40781","40781","40781","40781","40781","33416","33416","33416"
"179894",10,"15480",13,"0",10,"430",30,"",10,"15480",13,"0",10,"430",30,"",10,"15480",13,"0",10,"430",30,"",10,"7740",13,"0",10,"430",10,"7740",13,"0",10,"430",10,"7740",13,"0",10,"430",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"13720",10,"14600",10,"15480",10,"13720",10,"14600",10,"15480",10,"13720",10,"14600",10,"15480",10,"1300",10,"1300",10,"1300",10,"8626",10,"8626",10,"8626",10,"2800",10,"2800",10,"2800",10,"5658",10,"5658",10,"5658",10,"6968",10,"6968",10,"6968",10,"6300",10,"6300",10,"6300","28206","28206","28206","29406","29406","29406","23080","23080","23080"
"179919",10,"11500",10,"2065",10,"319",30,"",10,"11500",10,"2065",10,"319",30,"",10,"11500",10,"2065",10,"319",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12830",10,"11085",10,"11500",10,"12830",10,"11085",10,"11500",10,"12830",10,"11085",10,"11500",10,"600",10,"600",10,"600",10,"4580",10,"4547",10,"3680",10,"2295",10,"2065",10,"2065",31,"",10,"2000",10,"2000",31,"",10,"5000",10,"5000",30,"",10,"4000",10,"4000","17845","17845","17845","19100","19100","19100","16100","16100","16100"
"179946",10,"16128",10,"420",10,"670",30,"",10,"16128",10,"420",10,"670",30,"",10,"16128",10,"420",10,"670",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"14870",10,"15600",10,"12720",10,"14870",10,"15600",10,"12720",10,"14870",10,"15600",10,"12720",10,"650",10,"800",10,"800",10,"5120",10,"5270",10,"5430",10,"1830",10,"1900",10,"1900",10,"5120",10,"5270",10,"5430",10,"1830",10,"1900",10,"1900",10,"2754",10,"2842",10,"2900","20850","20850","20850","20850","20850","20850","16420","16420","16420"
"179955",10,"16200",10,"300",10,"600",30,"",10,"16200",10,"300",10,"600",30,"",10,"16200",10,"300",10,"600",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"14750",10,"15400",10,"16500",10,"14750",10,"15400",10,"16500",10,"14750",10,"15400",10,"16500",10,"650",10,"650",10,"750",10,"4390",10,"4550",10,"4820",10,"2600",10,"2600",10,"2600",10,"5794",10,"5968",10,"6111",10,"2800",10,"2800",10,"2800",10,"2800",10,"2800",10,"2800","24670","24670","24670","26161","26161","26161","20050","20050","20050"
"179964",10,"14000",10,"420",10,"225",30,"",10,"14000",10,"420",10,"225",30,"",10,"14000",10,"420",10,"225",30,"",10,"10260",10,"90",10,"298",10,"10260",10,"90",10,"298",10,"10260",10,"90",10,"298",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"13500",10,"13750",10,"14000",10,"13500",10,"13750",10,"14000",10,"13500",10,"13750",10,"14000",10,"700",10,"700",10,"700",10,"5600",10,"5700",10,"5700",10,"4200",10,"4200",10,"4200",10,"3245",10,"3245",10,"3245",10,"2700",10,"2700",10,"2700",10,"2250",10,"2250",10,"2250","24600","24600","24600","20645","20645","20645","16950","16950","16950"
"180045",10,"3075",13,"0",10,"85",30,"",10,"3075",13,"0",10,"85",30,"",10,"5742",13,"0",10,"160",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3430",10,"3954",10,"4170",10,"3430",10,"3954",10,"4170",10,"9265",10,"10534",10,"10750",10,"800",10,"800",10,"900",10,"4930",10,"4930",10,"5370",10,"2420",10,"2420",10,"2420",10,"4930",10,"4930",10,"5370",10,"2420",10,"2420",10,"2470",10,"2420",10,"2420",10,"2470","12860","12860","19440","12910","12910","19490","7540","7540","14120"
"180054",10,"1650",10,"350",10,"69",30,"",10,"1650",10,"350",10,"69",30,"",10,"1650",10,"350",10,"69",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1941",10,"2000",10,"2000",10,"1941",10,"2000",10,"2000",10,"1941",10,"2000",10,"2000",10,"200",10,"200",10,"200",30,"",30,"",30,"",30,"",30,"",30,"",10,"7770",10,"9734",10,"9734",10,"6594",10,"5869",10,"5869",10,"6594",10,"7770",10,"7770","","","","17803","17803","17803","9970","9970","9970"
"180081",10,"2076",10,"604",10,"112",30,"",10,"2076",10,"604",10,"112",30,"",10,"6100",10,"676",10,"282",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2389",10,"2738",10,"3058",10,"2389",10,"2738",10,"3058",10,"5849",10,"6606",10,"6965",10,"700",10,"700",10,"750",10,"4441",10,"4740",10,"4977",10,"3400",10,"3200",10,"3200",10,"4441",10,"4740",10,"4977",10,"3400",10,"3200",10,"3200",10,"4900",10,"3000",10,"2700","11985","11985","15892","11985","11985","15892","6508","6508","10415"
"180106",10,"14466",10,"200",10,"483",30,"",10,"14466",10,"200",10,"483",30,"",10,"14466",10,"200",10,"483",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12716",10,"13468",10,"14466",10,"12716",10,"13468",10,"14466",10,"12716",10,"13468",10,"14466",10,"500",10,"500",10,"600",10,"5168",10,"5372",10,"5810",10,"1050",10,"1150",10,"1050",10,"5168",10,"5372",10,"5810",10,"1050",10,"1150",10,"1050",10,"1050",10,"1150",10,"1050","21926","21926","21926","21926","21926","21926","16116","16116","16116"
"180142",10,"0",10,"650",30,"",30,"",10,"0",10,"650",30,"",30,"",10,"0",10,"650",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"500",10,"500",10,"650",30,"",30,"",30,"",30,"",30,"",30,"",10,"9900",10,"9900",10,"9900",10,"2500",10,"2500",10,"2500",10,"2500",10,"2500",10,"2500","","","","13050","13050","13050","3150","3150","3150"
"180151",10,"1045",10,"756",10,"64",30,"",10,"1786",10,"756",10,"90",30,"",10,"4894",10,"756",10,"201",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1666",10,"1802",10,"1802",10,"2310",10,"2542",10,"2542",10,"5012",10,"5650",10,"5650",10,"600",10,"600",10,"600",10,"1650",10,"1650",10,"1650",10,"2100",10,"2100",10,"2100",10,"1650",10,"1650",10,"1650",10,"2100",10,"2100",10,"2100",10,"2100",10,"2100",10,"2100","6152","6892","10000","6152","6892","10000","4502","5242","8350"
