unitid,ftstu,apfee,applfeeu,applfeeg,applfeep,chgper1,chgper2,chgper3,chgper4,chgper5,tuition1,tuition2,tuition3,tuition4,tpugcred,tpugcont,tuition5,tuition6,tuition7,tuition8,tpgdcred,isprof1,osprof1,isprof2,osprof2,isprof3,osprof3,isprof4,osprof4,isprof5,osprof5,isprof6,osprof6,isprof7,osprof7,isprof8,osprof8,isprof9,osprof9,isprof10,osprof10,isprof11,osprof11,profna,tpfpcred,room,roomcap,board,mealswk,mealsvry,roomamt,boardamt,roombord,rmbrdamt,prgmoffr,pg300,cipcode1,ciptuit1,cipsupp1,ciplgth1,cipenrl1,cipcomp1,cipcode2,ciptuit2,cipsupp2,ciplgth2,cipenrl2,cipcomp2,cipcode3,ciptuit3,cipsupp3,ciplgth3,cipenrl3,cipcomp3,cipcode4,ciptuit4,cipsupp4,ciplgth4,cipenrl4,cipcomp4,cipcode5,ciptuit5,cipsupp5,ciplgth5,cipenrl5,cipcomp5,cipcode6,ciptuit6,cipsupp6,ciplgth6,cipenrl6,cipcomp6
"102377","1","1","25","25","25","1","","","","","8662","8662","8662","","","","8662","8662","8662","","","","","","","","","","","","","","","","","10012","10012","","","","","","","","","1","1926","1","19","","2216","2216","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102395","1","1","","50","","1","","","","","","","","","","","7500","7500","9000","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102410","1","1","25","","","1","","","","","1656","1656","3168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","163","2","","","990","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102429","1","2","","","","1","","","","","1275","1275","2331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","77","2","","","1350","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102438","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120402,1300,,1500,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102508","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142","2",490107,3600,,70,39,,490102,11376,,190,11,,490199,2730,,65,9,,,,,,,,,,,,,,,,,,,
"102526","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1",520301,6600,300,600,,,520201,6950,400,720,,,520401,6600,300,600,,,520404,6600,300,600,,,,,,,,,,,,,,
"102553","1","1","35","45","","1","","","","","2412","2412","6912","","","","3954","3954","7554","","","","","","","","","","","","","","","","","","","","","","","","","","","1","388","2","","","2800","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102562","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2",390601,0,,62,15,,390201,0,,28,10,,,,,,,,,,,,,,,,,,,,,,,,,
"102580","1","1","25","","","1","1","","","","3790","3790","3790","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","32","1","20","","","","1","3570","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102614","1","1","35","35","","1","","","","","3120","3120","7620","","","","4662","4662","8262","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1710","1","19","","2200","1840","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102623","1","1","50","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2",490102,4250,,190,2,3,490102,1250,,15,1,6,490102,3850,,40,1,2,490102,3250,,50,1,0,,,,,,,,,,,,
"102632","1","1","35","35","","1","","","","","2284","2284","6784","","","","3826","3826","7426","","","","","","","","","","","","","","","","","","","","","","","","","","","1","227","","","","2775","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102669","1","1","25","25","","1","1","","","","8400","8400","8400","","","","8400","8400","8400","","","","","","","","","","","","","","","","","","","","","","","","","","","1","121","1","19","","1926","2674","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102711","1","1","25","","","","","1","1","","1000","1000","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","125","1","19","","","","1","4250","","1",520401,1092,,1225,,,20301,1270,,1470,,,470501,320,,280,,,490303,1500,,350,,,470605,945,,1050,,,470604,945,,1050,,
"102818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102845","1","1","20","","","1","","","","","8500","8500","8500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102906","1","","","","","","","","","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102915","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","2",490107,3500,,60,50,,490102,10000,,80,20,,490199,3500,,40,0,,,,,,,,,,,,,,,,,,,
"102960","1","1","15","","","1","","","","","1500","1500","1500","","26","390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103024","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120402,5100,,1650,15,26,120403,3500,,350,4,12,,,,,,,,,,,,,,,,,,,,,,,,
"103194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103246","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1",120402,5600,700,1650,,,120499,2100,200,600,,,120403,1300,300,350,,,120499,1250,350,360,,,,,,,,,,,,,,
"103361","1","1","10","","","1","","","","","1900","1900","5500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","84","2","","","1800","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103255","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1",520408,3950,,540,6,10,119999,3950,,540,8,2,520399,3950,,540,4,4,520401,3950,,540,0,0,119999,2200,,160,2,1,,,,,,
"103352","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","1",520499,4200,,600,19,22,520302,4200,,600,6,10,520404,4200,,600,5,3,520403,4200,,600,2,2,520499,4200,,600,4,3,521401,4200,,600,2,4
"103440","1","2","","","","","1","","","","9250","9250","9250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","199","1","19","","2100","2700","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103468","1","1","50","","","","1","","","","1025","1025","1025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","17","1","10","","750","750","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103495","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2",480508,5225,,264,4,6,480508,5225,,264,3,6,480508,5225,,196,1,4,480508,5225,,192,1,5,480508,5225,,252,3,20,480599,3800,,180,15,29
"103501","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1",520903,3845,,360,,,490199,3645,,350,,,490199,3610,,306,,,510801,6545,,790,,,,,,,,,,,,,,
"103510","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120403,4550,,1650,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103529","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103583","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1",490107,4000,,100,36,,490199,6000,,70,50,,490102,13000,,2002,0,,,,,,,,,,,,,,,,,,,
"103644","1","1","50","","","","1","","1","","4400","4400","4400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",150402,11229,,855,,,520401,7376,,750,,,220103,5945,,480,,,520403,7058,,810,,,119999,4000,,645,,,520499,7386,,825,,
"103723","1","1","100","","","","1","","1","","8017","8017","10650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",500401,5400,500,400,,,500401,5400,500,400,,,500401,5400,500,400,,,,,,,,,,,,,,,,,,,,
"103732","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1",120403,6950,550,1600,,,120403,7375,650,1600,,,120499,1070,300,300,,,120499,4145,300,600,,,120499,2625,150,650,,,,,,,,
"103741","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1",120403,7350,750,1600,,,120403,7750,850,1600,,,120499,1405,275,300,,,120499,1875,150,650,,,120499,4170,300,600,,,,,,,,
"103778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103787","1","2","","","","1","","","","","3280","3280","3280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","95","1","19","","1890","1260","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103811","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",490205,5400,200,600,,,490205,4540,200,360,,,490205,3400,200,160,,,,,,,,,,,,,,,,,,,,
"103820","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",220103,9285,1200,938,,,520405,13770,300,2252,,,430104,9285,1200,920,,,510708,9285,950,1104,,,510708,5685,650,690,,,520403,5685,650,690,,
"103893","1","1","75","","","","","1","1","","6125","6125","6125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",510801,6125,0,720,,,510908,15875,0,1600,,,510601,6125,0,720,,,510705,6125,0,720,,,511004,11575,0,1500,,,510805,6125,0,836,,
"103909","1","1","75","","","","1","","1","","6125","6125","6125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",510801,6125,0,720,,,510601,6125,0,720,,,510908,15875,0,1600,,,510705,6125,0,720,,,,,,,,,,,,,,
"103945","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",510801,5200,1100,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103954","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,7060,350,1600,,,120406,1550,200,300,,,120499,3218,100,650,,,,,,,,,,,,,,,,,,,,
"103927","1","1","75","","","","1","","1","","6125","6125","6125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",510803,16575,0,1530,,,510801,6125,0,720,,,510601,6125,0,720,,,510705,6125,0,720,,,510805,6125,0,836,,,511004,11575,0,1500,,
"103963","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",470604,16950,,1440,,,470604,16950,,1440,,,470604,12450,,960,,,470605,12450,,960,,,470605,6250,,480,,,470604,6250,,480,,
"103972","1","1","95","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",81105,2195,,312,18,51,81105,1295,,156,17,30,,,,,,,,,,,,,,,,,,,,,,,,
"104018","1","1","20","","","1","","","","","5630","5630","5630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","43","1","20","","864","1200","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104072","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2",521501,420,,96,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104090","1","1","100","","","","1","","1","","6245","6245","6245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","1",520101,6245,0,480,,,510707,6245,0,480,,,520302,6245,0,480,,,430109,6245,0,432,,,80401,5645,0,480,,,430199,11825,0,1008,,
"104151","1","1","40","35","","","1","","","","2058","2058","8710","","","","2058","2058","8710","","","","","","","","","","","","","","","","","","","4050","10710","","","","","","","1","4880","1","","1","2700","1800","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104160","1","2","","","","1","","","","","840","840","5208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","396","1","12","","1300","1500","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104179","1","1","35","45","45","","1","","","","2058","2058","8710","","","","2058","2058","8710","","","","","","","7930","","","","","","3558","10210","","","","","4058","10710","","","","","","","1","4800","1","21","","2480","2450","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104188","1","1","25","","","","","1","1","","9791","9791","9791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",500402,18000,2000,2400,,,520407,6300,450,900,,,500499,6500,600,900,,,500402,10450,450,1200,,,,,,,,,,,,,,
"104230","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,4900,,1600,,,120403,1300,,300,,,120403,2400,,650,,,,,,,,,,,,,,,,,,,,
"104249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104267","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2",521501,359,,90,,,521501,420,,90,,,521501,225,,36,,,521501,160,,24,,,,,,,,,,,,,,
"104276","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2",521501,484,,90,,,521501,359,,90,,,521501,110,,24,,,,,,,,,,,,,,,,,,,,
"104294","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,8500,975,1600,,,120401,1525,575,300,,,120499,3010,90,650,,,,,,,,,,,,,,,,,,,,
"104346","1","2","","","","1","","","","","672","672","4440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","600","1","21","","1030","2000","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104355","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","",490102,13500,,,30,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104364","1","1","50","","","1","1","","","","7725","7725","7725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104382","1","","","","","1","","","","","2000","2000","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","30","2","","","1960","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104425","1","1","10","","","1","","","","","654","654","3832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","240","1","19","","1090","1916","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104434","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",120403,6610,675,1600,,,120403,1402,525,300,,,120403,2804,100,650,,,120406,2604,460,600,,,,,,,,,,,,,,
"104443","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",120403,6610,675,1600,,,120406,1402,525,300,,,120403,2804,100,650,,,120406,2604,460,600,,,,,,,,,,,,,,
"104391","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",120403,5810,490,1600,,,120499,1950,350,300,,,120406,2900,400,600,,,120499,2925,75,650,,,120499,1622,75,350,,,,,,,,
"104504","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120405,8700,1728,1000,,,512701,5655,750,650,,,,,,,,,,,,,,,,,,,,,,,,,,
"104522","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,4560,430,1600,,,120403,920,300,300,,,120403,1900,110,650,,,,,,,,,,,,,,,,,,,,
"104531","1","1","25","","","","1","","","","6968","6968","6968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104568","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,6020,470,1600,,,120403,1360,390,350,,,120499,2505,200,650,,,,,,,,,,,,,,,,,,,,
"104577","1","1","5","","","","1","","","","652","652","4380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","280","1","","1","1090","2050","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104647","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2",520805,135,,20,,800,520805,135,,20,,400,520805,150,,20,,100,520805,350,,40,,100,520805,50,,4,,100,520805,295,,16,,70
"104656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104708","1","2","","","","1","","","","","898","3778","3898","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104717","1","1","25","25","","1","","","","","9105","9105","9105","","","","5442","5442","5442","","","","","","","","","","","","","","","","","","","","","","","","","","","1","250","1","21","","","","1","3720","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104762","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120402,4495,,1500,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104805","1","1","75","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","1",150301,17940,710,1500,,,480101,18385,265,1500,,,490199,17890,760,1500,,,150301,10735,415,900,,,480102,10920,230,900,,,480104,10775,375,900,,
"104869","1","2","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120406,895,,300,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104911","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120403,6250,,1600,,,120403,1195,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
"104920","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2",120502,549,,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104948","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104957","1","2","","","","","1","","1","","6000","6000","6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",480199,13650,1660,1464,,,110401,12000,1285,1392,,,220103,12000,1312,1296,,,520903,8000,1050,912,,,490205,5000,,600,,,110101,8000,1184,1008,,
