unitid,part,"line",efres01,efres02,centers,ic01,ic02
"110680","C","24","1","1","-1","R","R"
"110680","C","25","2","2","-1","R","R"
"110680","C","27","2","2","-1","R","R"
"110680","C","29","1","1","-1","R","R"
"110680","C","31","2","2","-1","R","R"
"110680","C","32","5","5","-1","R","R"
"110680","C","34","3","3","-1","R","R"
"110680","C","35","7","7","-1","R","R"
"110680","C","36","1","1","-1","R","R"
"110680","C","39","1","1","-1","R","R"
"110680","C","41","3","3","-1","R","R"
"110680","C","42","1","1","-1","R","R"
"110680","C","45","1","1","-1","R","R"
"110680","C","48","3","3","-1","R","R"
"110680","C","49","1","1","-1","R","R"
"110680","C","50","1","1","-1","R","R"
"110680","C","53","2","2","-1","R","R"
"110680","C","54","1","1","-1","R","R"
"110680","C","90","12","9","-1","R","R"
"110680","C","99","2648","2632","-1","R","R"
"110705","C","01","1","1","-1","R","R"
"110705","C","02","5","5","-1","R","R"
"110705","C","04","6","6","-1","R","R"
"110705","C","06","3295","3277","-1","R","R"
"110705","C","08","7","7","-1","R","R"
"110705","C","09","5","5","-1","R","R"
"110705","C","11","1","1","-1","R","R"
"110705","C","12","1","1","-1","R","R"
"110705","C","13","2","2","-1","R","R"
"110705","C","15","8","8","-1","R","R"
"110705","C","16","2","2","-1","R","R"
"110705","C","17","5","5","-1","R","R"
"110705","C","18","2","2","-1","R","R"
"110705","C","20","2","2","-1","R","R"
"110705","C","22","1","1","-1","R","R"
"110705","C","24","1","1","-1","R","R"
"110705","C","25","5","5","-1","R","R"
"110705","C","26","1","1","-1","R","R"
"110705","C","27","3","3","-1","R","R"
"110705","C","29","2","2","-1","R","R"
"110705","C","30","1","1","-1","R","R"
"110705","C","31","1","1","-1","R","R"
"110705","C","32","6","6","-1","R","R"
"110705","C","34","2","2","-1","R","R"
"110705","C","35","4","4","-1","R","R"
"110705","C","36","6","6","-1","R","R"
"110705","C","39","1","1","-1","R","R"
"110705","C","41","12","12","-1","R","R"
"110705","C","42","4","4","-1","R","R"
"110705","C","45","1","1","-1","R","R"
"110705","C","47","2","2","-1","R","R"
"110705","C","48","8","8","-1","R","R"
"110705","C","50","1","1","-1","R","R"
"113607","C","15","1","0","-1","R","N"
"113607","C","16","1","0","-1","R","N"
"113607","C","17","4","1","-1","R","R"
"113607","C","25","1","0","-1","R","N"
"113607","C","32","4","2","-1","R","R"
"113607","C","34","3","2","-1","R","R"
"113607","C","36","4","0","-1","R","N"
"113607","C","37","1","0","-1","R","N"
"113607","C","41","1","1","-1","R","R"
"113607","C","48","1","0","-1","R","N"
"113607","C","49","2","0","-1","R","N"
"113607","C","51","1","0","-1","R","N"
"113607","C","53","3","2","-1","R","R"
"113607","C","90","1","0","-1","R","N"
"113607","C","99","1085","287","-1","R","R"
"113634","C","06","3288","2496","-1","R","R"
"113634","C","57","122","72","-1","R","R"
"113634","C","99","3410","2568","-1","R","R"
"113698","C","06","66","60","-1","R","R"
"113698","C","08","1","1","-1","R","R"
"113698","C","17","1","1","-1","R","R"
"113698","C","30","1","1","-1","R","R"
"113698","C","90","3","3","-1","R","R"
"113698","C","99","72","66","-1","R","R"
"113713","C","06","93","93","-1","R","R"
"113713","C","99","93","93","-1","R","R"
"113856","C","06","2297","1118","-1","R","R"
"113856","C","57","107","44","-1","R","R"
"113856","C","99","2404","1162","-1","R","R"
"113953","C","98","10","6","-1","P","I"
"113953","C","99","10","6","-1","P","I"
"113980","C","01","1","1","-1","R","R"
"113980","C","06","4544","2780","-1","R","R"
"113980","C","09","1","1","-1","R","R"
"113980","C","12","1","0","-1","R","R"
"113980","C","16","1","1","-1","R","R"
"113980","C","17","1","1","-1","R","R"
"113980","C","22","2","1","-1","R","R"
"113980","C","25","1","1","-1","R","R"
"113980","C","27","1","1","-1","R","R"
"113980","C","28","1","1","-1","R","R"
"113980","C","32","1","1","-1","R","R"
"113980","C","36","3","3","-1","R","R"
"113980","C","42","1","0","-1","R","R"
"113980","C","48","3","3","-1","R","R"
"113980","C","53","4","2","-1","R","R"
"113980","C","55","1","0","-1","R","R"
"113980","C","57","82","44","-1","R","R"
"113980","C","99","4649","2841","-1","R","R"
"114266","C","06","2048","667","-1","R","R"
"114266","C","57","36","8","-1","R","R"
"114266","C","99","2084","675","-1","R","R"
"114354","C","02","1","0","-1","R","I"
"114354","C","04","4","1","-1","R","I"
"114354","C","05","1","0","-1","R","I"
"114354","C","06","381","114","-1","A","I"
"114354","C","08","2","1","-1","R","I"
"114354","C","11","1","0","-1","R","I"
"114354","C","13","1","0","-1","R","I"
"114354","C","15","2","1","-1","R","I"
"114354","C","24","1","0","-1","R","I"
"114354","C","25","2","1","-1","R","I"
"114354","C","31","1","0","-1","R","I"
"114354","C","32","2","1","-1","R","I"
"114354","C","33","1","0","-1","R","I"
"114354","C","35","1","0","-1","R","I"
"114354","C","36","3","1","-1","R","I"
"114354","C","39","2","1","-1","R","I"
"114354","C","41","3","1","-1","R","I"
"114354","C","47","1","0","-1","R","I"
"114354","C","48","3","1","-1","R","I"
"114354","C","49","2","1","-1","R","I"
"114354","C","50","1","0","-1","R","I"
"114354","C","51","1","0","-1","R","I"
"114354","C","53","9","3","-1","R","I"
"114354","C","55","1","0","-1","R","I"
"114354","C","90","11","3","-1","R","I"
"114354","C","99","438","130","-1","R","I"
"114390","C","04","2","1","-1","R","I"
"114390","C","06","132","40","-1","R","I"
"114390","C","08","1","0","-1","R","I"
"114390","C","12","1","0","-1","R","I"
"114390","C","15","1","0","-1","R","I"
"114390","C","25","1","0","-1","R","I"
"114390","C","32","3","1","-1","R","I"
"114390","C","35","1","0","-1","R","I"
"114390","C","36","2","1","-1","R","I"
"114390","C","41","3","1","-1","R","I"
"114390","C","42","1","0","-1","R","I"
"114390","C","48","1","0","-1","R","I"
"114390","C","49","1","0","-1","R","I"
"114390","C","53","7","2","-1","R","I"
"114390","C","90","5","2","-1","R","I"
"114390","C","99","162","48","-1","R","I"
"114415","C","06","97","29","-1","R","I"
"114415","C","39","1","0","-1","R","I"
"118888","C","17","1","0","-1","P","P"
"118888","C","25","1","1","-1","P","P"
"118888","C","27","3","2","-1","P","P"
"118888","C","32","2","1","-1","P","P"
"118888","C","33","2","2","-1","P","P"
"118888","C","35","2","2","-1","P","P"
"118888","C","36","2","2","-1","P","P"
"118888","C","39","1","0","-1","P","P"
"118888","C","40","1","1","-1","P","P"
"118888","C","41","9","7","-1","P","P"
"118888","C","42","2","1","-1","P","P"
"118888","C","47","1","0","-1","P","P"
"118888","C","48","3","3","-1","P","P"
"118888","C","53","6","2","-1","P","P"
"118888","C","56","1","1","-1","P","P"
"118888","C","90","2","1","-1","P","P"
"118888","C","99","132","97","-1","P","P"
"118912","C","04","3","0","-1","R","R"
"118912","C","06","1241","733","-1","R","R"
"118912","C","08","1","0","-1","R","R"
"118912","C","09","1","0","-1","R","R"
"118912","C","12","1","1","-1","R","R"
"118912","C","15","1","1","-1","R","R"
"118912","C","17","3","3","-1","R","R"
"118912","C","22","1","1","-1","R","R"
"118912","C","31","1","0","-1","R","R"
"118912","C","34","2","1","-1","R","R"
"118912","C","39","1","1","-1","R","R"
"118912","C","41","1","0","-1","R","R"
"118912","C","45","1","0","-1","R","R"
"118912","C","48","6","5","-1","R","R"
"118912","C","49","2","1","-1","R","R"
"118912","C","50","1","1","-1","R","R"
"118912","C","53","2","0","-1","R","R"
"118912","C","57","47","32","-1","R","R"
"118912","C","99","1316","780","-1","R","R"
"118930","C","06","1200","349","-1","R","R"
"118930","C","13","1","1","-1","R","R"
"118930","C","15","1","1","-1","R","R"
"118930","C","36","1","0","-1","R","R"
"118930","C","57","19","7","-1","A","R"
"118930","C","99","1222","358","-1","M","R"
"118976","C","06","2929","2010","-1","R","R"
"118976","C","57","43","25","-1","R","R"
"118976","C","99","2972","2035","-1","R","R"
"119067","C","02","1","0","-1","R","R"
"119067","C","06","876","430","-1","R","R"
"119067","C","11","2","2","-1","R","R"
"119067","C","12","9","8","-1","R","R"
"119067","C","13","1","0","-1","R","R"
"119067","C","17","1","1","-1","R","R"
"119067","C","18","1","0","-1","R","R"
"119067","C","22","1","1","-1","R","R"
"119067","C","24","1","1","-1","R","R"
"119067","C","26","1","1","-1","R","R"
"119067","C","29","1","0","-1","R","R"
"119067","C","34","2","0","-1","R","R"
"119067","C","35","1","0","-1","R","R"
"119067","C","48","1","1","-1","R","R"
"119067","C","51","1","1","-1","R","R"
"119067","C","53","2","2","-1","R","R"
"119067","C","57","55","30","-1","R","R"
"119067","C","72","2","2","-1","R","R"
"119067","C","99","959","480","-1","R","R"
"119137","C","06","2693","1800","-1","R","R"
"119137","C","08","2","1","-1","R","R"
"119137","C","12","4","3","-1","R","R"
"119137","C","15","1","1","-1","R","R"
"119137","C","20","1","0","-1","R","R"
"119137","C","27","1","1","-1","R","R"
"119137","C","28","1","1","-1","R","R"
"119137","C","29","1","1","-1","R","R"
"119137","C","33","2","1","-1","R","R"
"119137","C","35","1","1","-1","R","R"
"119137","C","36","2","1","-1","R","R"
"119137","C","39","3","1","-1","R","R"
"119137","C","49","7","4","-1","R","R"
"119137","C","56","1","0","-1","R","R"
"119137","C","57","28","13","-1","R","R"
"119137","C","99","2748","1829","-1","R","R"
"119164","C","06","4203","2725","-1","R","R"
"119164","C","57","107","75","-1","R","R"
"119164","C","99","4310","2800","-1","R","R"
"119173","C","06","202","202","-1","R","R"
"119173","C","15","5","5","-1","R","R"
"119173","C","17","1","1","-1","R","R"
"119173","C","27","1","1","-1","R","R"
"119173","C","30","1","1","-1","R","R"
"119173","C","34","1","1","-1","R","R"
"119173","C","41","1","1","-1","R","R"
"119173","C","53","1","1","-1","R","R"
"119173","C","66","2","2","-1","R","R"
"119173","C","90","1","1","-1","R","R"
"119173","C","99","216","216","-1","R","R"
"119216","C","06","746","410","-1","R","R"
"119216","C","57","13","9","-1","R","R"
"119216","C","99","759","419","-1","R","R"
"119331","C","05","1","0","-1","R","R"
"119331","C","06","41","12","-1","A","R"
"119331","C","99","42","12","-1","M","R"
"119508","C","06","389","39","-1","R","R"
"119508","C","99","389","39","-1","R","R"
"119544","C","06","79","59","-1","P","P"
"119544","C","99","79","59","-1","P","P"
"119711","C","06","10","9","-1","C","I"
"119711","C","99","10","9","-1","M","I"
"119775","C","98","11","3","-1","P","I"
"119775","C","99","11","3","-1","P","I"
"120184","C","06","142","101","-1","R","R"
"120184","C","09","1","1","-1","R","R"
"120184","C","10","1","1","-1","R","R"
"120184","C","13","1","1","-1","R","R"
"120184","C","15","2","2","-1","R","R"
"120184","C","16","1","1","-1","R","R"
"120184","C","35","1","1","-1","R","R"
"120184","C","36","1","1","-1","R","R"
"120184","C","41","1","1","-1","R","R"
"120184","C","42","1","1","-1","R","R"
"120184","C","53","4","4","-1","R","R"
"120184","C","70","1","1","-1","R","R"
"120184","C","90","22","13","-1","R","R"
"120184","C","99","179","129","-1","M","T"
"120254","C","01","2","0","-1","R","N"
"120254","C","02","2","0","-1","R","N"
"120254","C","04","6","0","-1","R","N"
"120254","C","06","227","1","-1","R","R"
"120254","C","08","8","1","-1","R","R"
"120254","C","09","3","0","-1","R","N"
"120254","C","12","2","0","-1","R","N"
"120254","C","13","1","0","-1","R","N"
"120254","C","15","7","1","-1","R","R"
"120254","C","17","3","0","-1","R","N"
"120254","C","18","1","0","-1","R","N"
"120254","C","19","2","0","-1","R","N"
"120254","C","21","3","1","-1","R","R"
"120254","C","22","1","0","-1","R","N"
"120254","C","23","3","0","-1","R","N"
"120254","C","24","2","0","-1","R","N"
"120254","C","25","4","0","-1","R","N"
"120254","C","27","6","0","-1","R","N"
"120254","C","29","1","0","-1","R","N"
"120254","C","31","2","0","-1","R","N"
"120254","C","33","1","0","-1","R","N"
"120254","C","34","1","0","-1","R","N"
"120254","C","35","6","1","-1","R","R"
"120254","C","36","4","0","-1","R","N"
"120254","C","39","1","0","-1","R","N"
"120254","C","40","1","0","-1","R","N"
"120254","C","41","10","1","-1","R","R"
"120254","C","42","2","0","-1","R","N"
"120254","C","47","1","0","-1","R","N"
"120254","C","48","7","1","-1","R","R"
"120254","C","49","1","0","-1","R","N"
"120254","C","51","1","0","-1","R","N"
"120254","C","53","19","2","-1","R","R"
"120254","C","55","2","0","-1","R","N"
"120254","C","56","2","0","-1","R","N"
"120254","C","66","1","1","-1","R","R"
"120254","C","90","7","0","-1","R","N"
"120254","C","99","353","10","-1","R","R"
"120290","C","04","1","1","-1","R","R"
"120290","C","06","1581","1029","-1","R","R"
"120290","C","08","1","1","-1","R","R"
"120290","C","24","1","0","-1","R","R"
"120290","C","30","1","0","-1","R","R"
"120290","C","34","1","0","-1","R","R"
"120290","C","39","1","1","-1","R","R"
"120290","C","41","4","4","-1","R","R"
"120290","C","47","1","1","-1","R","R"
"120290","C","57","36","17","-1","A","R"
"120290","C","99","1628","1054","-1","M","R"
"120342","C","04","4","4","-1","R","R"
"120342","C","06","3405","2436","-1","R","R"
"120342","C","08","2","2","-1","R","R"
"120342","C","12","5","4","-1","R","R"
"120342","C","15","3","3","-1","R","R"
"120342","C","17","1","1","-1","R","R"
"120342","C","18","1","1","-1","R","R"
"120342","C","24","1","1","-1","R","R"
"120342","C","27","2","2","-1","R","R"
"120342","C","32","2","2","-1","R","R"
"120342","C","36","3","2","-1","R","R"
"120342","C","39","1","1","-1","R","R"
"120342","C","41","4","4","-1","R","R"
"120342","C","44","1","1","-1","R","R"
"120342","C","48","2","2","-1","R","R"
"120342","C","49","2","2","-1","R","R"
"120342","C","51","3","1","-1","R","R"
"120342","C","53","2","2","-1","R","R"
"120342","C","55","1","1","-1","R","R"
"120342","C","57","106","50","-1","A","R"
"120342","C","99","3551","2522","-1","M","R"
"120403","C","04","1","1","-1","R","R"
"120403","C","06","65","53","-1","R","R"
"120403","C","15","2","2","-1","R","R"
"120403","C","17","2","2","-1","R","R"
"120403","C","20","1","1","-1","R","R"
"120403","C","22","1","1","-1","R","R"
"120403","C","24","1","1","-1","R","R"
"120403","C","27","2","2","-1","R","R"
"120403","C","32","1","0","-1","R","N"
"120403","C","41","1","1","-1","R","R"
"120403","C","42","1","1","-1","R","R"
"120403","C","47","1","1","-1","R","R"
"120403","C","48","3","2","-1","R","R"
"120403","C","49","1","1","-1","R","R"
"120403","C","56","1","0","-1","R","N"
"120403","C","57","3","0","-1","R","N"
"120403","C","90","11","7","-1","R","R"
"120403","C","99","98","76","-1","R","R"
"120421","C","02","1","0","-1","R","R"
"120421","C","04","1","0","-1","R","R"
"120421","C","06","1362","511","-1","R","R"
"120421","C","22","2","1","-1","R","R"
"120421","C","32","1","1","-1","R","R"
"120421","C","36","1","0","-1","R","R"
"120421","C","39","1","1","-1","R","R"
"120421","C","48","1","1","-1","R","R"
"120421","C","53","1","0","-1","R","R"
"120421","C","55","1","0","-1","R","R"
"120421","C","57","22","7","-1","R","R"
"120421","C","99","1394","522","-1","R","R"
"120430","C","04","1","0","-1","R","R"
"120430","C","06","22","17","-1","R","R"
"120430","C","08","4","2","-1","R","R"
"120430","C","16","1","1","-1","R","R"
"120430","C","20","1","1","-1","R","R"
"120430","C","30","1","1","-1","R","R"
"120430","C","35","2","2","-1","R","R"
"120430","C","41","1","0","-1","R","R"
"120430","C","49","6","3","-1","R","R"
"120430","C","53","10","7","-1","R","R"
"120430","C","56","2","2","-1","R","R"
"120430","C","90","2","1","-1","R","R"
"120430","C","99","53","37","-1","R","R"
"120537","C","02","2","2","-1","R","R"
"120537","C","04","7","5","-1","R","R"
"120537","C","06","59","40","-1","A","A"
"120537","C","08","6","6","-1","R","R"
"120537","C","15","2","2","-1","R","R"
"120537","C","16","1","0","-1","R","R"
"120537","C","25","1","0","-1","R","R"
"120537","C","40","1","1","-1","R","R"
"120537","C","41","13","12","-1","R","R"
"120537","C","53","3","3","-1","R","R"
"120537","C","90","12","4","-1","R","R"
"120537","C","99","107","75","-1","M","T"
"120865","C","02","1","1","-1","R","I"
"120865","C","04","5","5","-1","R","I"
"120865","C","06","289","269","-1","R","I"
"120865","C","08","5","5","-1","R","I"
"120865","C","12","1","1","-1","R","I"
"120865","C","13","1","1","-1","R","I"
"120865","C","15","3","3","-1","R","I"
"120865","C","16","3","3","-1","R","I"
"120865","C","17","1","1","-1","R","I"
"120865","C","24","7","7","-1","R","I"
"120865","C","25","1","1","-1","R","I"
"120865","C","26","2","2","-1","R","I"
"120865","C","27","1","1","-1","R","I"
"120865","C","30","1","1","-1","R","I"
"120865","C","32","5","5","-1","R","I"
"120865","C","37","1","1","-1","R","I"
"120865","C","39","2","2","-1","R","I"
"120865","C","40","1","1","-1","R","I"
"120865","C","41","5","5","-1","R","I"
"120865","C","47","2","2","-1","R","I"
"120865","C","48","2","2","-1","R","I"
"120865","C","49","1","1","-1","R","I"
"120865","C","53","6","6","-1","R","I"
"120865","C","66","2","2","-1","R","I"
"120865","C","72","1","1","-1","R","I"
"120865","C","90","14","13","-1","R","I"
"120865","C","99","363","342","-1","R","I"
"120883","C","02","5","5","-1","R","R"
